CaseId,PacketId,SourceId,DestinationId,ApplicationBytes,Dscp,GeneratedSeconds,BeforeOutcome,AfterOutcome,BeforeLatencySeconds,AfterLatencySeconds,BothDeliveredLatencyDeltaSeconds,BeforeDropReason,AfterDropReason
offered_load_x4_seed129,44,3,1,64,0,287.25,delivered,delivered,2.55451266661322,2.55451266661322,0.0,,
offered_load_x4_seed129,45,2,1,64,0,289.5,delivered,delivered,2.72251266660891,2.72251266660891,0.0,,
offered_load_x4_seed129,46,3,1,64,0,289.5,delivered,delivered,0.304512666613221,0.304512666613221,0.0,,
offered_load_x4_seed129,47,2,1,64,0,291.75,delivered,delivered,0.472512666608907,0.472512666608907,0.0,,
offered_load_x4_seed129,48,3,1,64,0,291.75,delivered,delivered,0.239492666609181,0.239492666609181,0.0,,
offered_load_x4_seed129,49,2,1,64,0,294.0,delivered,delivered,0.173492666605284,0.173492666605284,0.0,,
offered_load_x4_seed129,50,3,1,64,0,294.0,delivered,delivered,0.329492666605006,0.329492666605006,0.0,,
offered_load_x4_seed129,51,2,1,64,0,296.25,delivered,delivered,4.38449266659376,4.38449266659376,0.0,,
offered_load_x4_seed129,52,3,1,64,0,296.25,delivered,delivered,2.22649266659761,2.22649266659761,0.0,,
offered_load_x4_seed129,53,2,1,64,0,298.5,dropped,dropped,,,,retry_exhausted,retry_exhausted
offered_load_x4_seed129,54,3,1,64,0,298.5,delivered,delivered,0.158492666597283,0.158492666597283,0.0,,
offered_load_x4_seed129,55,2,1,64,0,300.75,delivered,delivered,4.70749266658515,4.70749266658515,0.0,,
offered_load_x4_seed129,56,3,1,64,0,300.75,delivered,delivered,0.339492666592946,0.339492666592946,0.0,,
offered_load_x4_seed129,57,2,1,64,0,303.0,delivered,delivered,0.572492666588516,0.572492666588516,0.0,,
offered_load_x4_seed129,58,3,1,64,0,303.0,delivered,delivered,0.182492666589212,0.182492666589212,0.0,,
offered_load_x4_seed130,1,2,1,64,0,240.0,delivered,delivered,4.9814926666686,4.9814926666686,0.0,,
offered_load_x4_seed130,2,3,1,64,0,240.0,delivered,delivered,1.46295266666681,1.46295266666681,0.0,,
offered_load_x4_seed130,3,2,1,64,0,242.25,delivered,delivered,3.05649266666873,3.05649266666873,0.0,,
offered_load_x4_seed130,4,3,1,64,0,242.25,delivered,delivered,0.44349266666768,0.44349266666768,0.0,,
offered_load_x4_seed130,5,2,1,64,0,244.5,delivered,delivered,1.41749266666898,1.41749266666898,0.0,,
offered_load_x4_seed130,6,3,1,64,0,244.5,delivered,delivered,0.234492666668501,0.234492666668501,0.0,,
offered_load_x4_seed130,7,2,1,64,0,246.75,delivered,delivered,2.31349266667024,2.31349266667024,0.0,,
offered_load_x4_seed130,8,3,1,64,0,246.75,delivered,delivered,0.220492666669401,0.220492666669401,0.0,,
offered_load_x4_seed130,9,2,1,64,0,249.0,delivered,delivered,0.973492666670609,0.973492666670609,0.0,,
offered_load_x4_seed130,10,3,1,64,0,249.0,delivered,delivered,0.336492666670352,0.336492666670352,0.0,,
offered_load_x4_seed130,11,2,1,64,0,251.25,delivered,delivered,0.387492666671278,0.387492666671278,0.0,,
offered_load_x4_seed130,12,3,1,64,0,251.25,delivered,delivered,0.166492666671189,0.166492666671189,0.0,,
offered_load_x4_seed130,13,2,1,64,0,253.5,delivered,delivered,2.58251266667304,2.58251266667304,0.0,,
offered_load_x4_seed130,14,3,1,64,0,253.5,delivered,delivered,0.347492666672167,0.347492666672167,0.0,,
offered_load_x4_seed130,15,2,1,64,0,255.75,delivered,delivered,0.33251266667304,0.33251266667304,0.0,,
offered_load_x4_seed130,16,3,1,64,0,255.75,delivered,delivered,4.71351266666557,4.71351266666557,0.0,,
offered_load_x4_seed130,17,2,1,64,0,258.0,delivered,delivered,0.215492666669434,0.215492666669434,0.0,,
offered_load_x4_seed130,18,3,1,64,0,258.0,delivered,delivered,2.46351266666557,2.46351266666557,0.0,,
offered_load_x4_seed130,19,2,1,64,0,260.25,delivered,delivered,2.64451266666123,2.64451266666123,0.0,,
offered_load_x4_seed130,20,3,1,64,0,260.25,dropped,dropped,,,,retry_exhausted,retry_exhausted
offered_load_x4_seed130,21,2,1,64,0,262.5,delivered,delivered,0.394512666661228,0.394512666661228,0.0,,
offered_load_x4_seed130,22,3,1,64,0,262.5,delivered,delivered,4.56849266665364,4.56849266665364,0.0,,
offered_load_x4_seed130,23,2,1,64,0,264.75,delivered,delivered,4.57951266664975,4.57951266664975,0.0,,
offered_load_x4_seed130,24,3,1,64,0,264.75,delivered,delivered,0.52449266665684,0.52449266665684,0.0,,
offered_load_x4_seed130,25,2,1,64,0,267.0,delivered,delivered,2.32951266664975,2.32951266664975,0.0,,
offered_load_x4_seed130,26,3,1,64,0,267.0,delivered,delivered,0.289492666653246,0.289492666653246,0.0,,
offered_load_x4_seed130,27,2,1,64,0,269.25,delivered,delivered,0.249492666649303,0.249492666649303,0.0,,
offered_load_x4_seed130,28,3,1,64,0,269.25,delivered,delivered,0.379492666649071,0.379492666649071,0.0,,
offered_load_x4_seed130,29,2,1,64,0,271.5,delivered,delivered,2.52251266664138,2.52251266664138,0.0,,
offered_load_x4_seed130,30,3,1,64,0,271.5,delivered,delivered,0.287492666645221,0.287492666645221,0.0,,
offered_load_x4_seed130,31,2,1,64,0,273.75,delivered,delivered,0.272512666641376,0.272512666641376,0.0,,
offered_load_x4_seed130,32,3,1,64,0,273.75,delivered,delivered,2.58651266663725,2.58651266663725,0.0,,
offered_load_x4_seed130,33,2,1,64,0,276.0,delivered,delivered,2.33949266663353,2.33949266663353,0.0,,
offered_load_x4_seed130,34,3,1,64,0,276.0,delivered,delivered,0.336512666637248,0.336512666637248,0.0,,
offered_load_x4_seed130,35,2,1,64,0,278.25,delivered,delivered,0.271492666633208,0.271492666633208,0.0,,
offered_load_x4_seed130,36,3,1,64,0,278.25,delivered,delivered,2.54551266662929,2.54551266662929,0.0,,
offered_load_x4_seed130,37,2,1,64,0,280.5,delivered,delivered,2.58351266662521,2.58351266662521,0.0,,
offered_load_x4_seed130,38,3,1,64,0,280.5,delivered,delivered,0.295512666629293,0.295512666629293,0.0,,
offered_load_x4_seed130,39,2,1,64,0,282.75,delivered,delivered,0.333512666625211,0.333512666625211,0.0,,
offered_load_x4_seed130,40,3,1,64,0,282.75,delivered,delivered,2.49151266662136,2.49151266662136,0.0,,
offered_load_x4_seed130,41,2,1,64,0,285.0,delivered,delivered,2.34849266661746,2.34849266661746,0.0,,
offered_load_x4_seed130,42,3,1,64,0,285.0,delivered,delivered,0.241512666621361,0.241512666621361,0.0,,
offered_load_x4_seed130,43,2,1,64,0,287.25,delivered,delivered,0.254492666617182,0.254492666617182,0.0,,
offered_load_x4_seed130,44,3,1,64,0,287.25,delivered,delivered,2.65851266661303,2.65851266661303,0.0,,
offered_load_x4_seed130,45,2,1,64,0,289.5,delivered,delivered,4.78951266660522,4.78951266660522,0.0,,
offered_load_x4_seed130,46,3,1,64,0,289.5,delivered,delivered,0.408512666613035,0.408512666613035,0.0,,
offered_load_x4_seed130,47,2,1,64,0,291.75,delivered,delivered,2.53951266660522,2.53951266660522,0.0,,
offered_load_x4_seed130,48,3,1,64,0,291.75,delivered,delivered,0.239492666609181,0.239492666609181,0.0,,
offered_load_x4_seed130,49,2,1,64,0,294.0,delivered,delivered,0.641492666604449,0.641492666604449,0.0,,
offered_load_x4_seed130,50,3,1,64,0,294.0,delivered,delivered,2.34449266660141,2.34449266660141,0.0,,
offered_load_x4_seed130,51,2,1,64,0,296.25,delivered,delivered,0.237492666601156,0.237492666601156,0.0,,
offered_load_x4_seed130,52,3,1,64,0,296.25,delivered,delivered,2.52451266659722,2.52451266659722,0.0,,
offered_load_x4_seed130,53,2,1,64,0,298.5,delivered,delivered,2.58851266659309,2.58851266659309,0.0,,
offered_load_x4_seed130,54,3,1,64,0,298.5,delivered,delivered,0.274512666597218,0.274512666597218,0.0,,
offered_load_x4_seed130,55,2,1,64,0,300.75,delivered,delivered,0.33851266659309,0.33851266659309,0.0,,
offered_load_x4_seed130,56,3,1,64,0,300.75,delivered,delivered,2.34149266658937,2.34149266658937,0.0,,
offered_load_x4_seed130,57,2,1,64,0,303.0,delivered,delivered,2.47049266658513,2.47049266658513,0.0,,
offered_load_x4_seed130,58,3,1,64,0,303.0,delivered,delivered,2.31449266658541,2.31449266658541,0.0,,
recovery_freshness_s60_seed128,1,3,1,64,0,450.0,delivered,dropped,135.940412666693,,,,retry_exhausted
recovery_freshness_s60_seed128,2,3,1,64,0,486.0,delivered,delivered,103.754012666703,102.541452666699,-1.2125600000040038,,
recovery_freshness_s60_seed128,3,3,1,64,0,522.0,delivered,delivered,68.3780126667042,68.1524126667038,-0.22560000000039793,,
recovery_freshness_s60_seed128,4,3,1,64,0,558.0,delivered,delivered,35.8347326667132,35.1390926667115,-0.6956400000017027,,
recovery_freshness_s60_seed128,5,3,1,64,0,594.0,delivered,delivered,0.689412666715498,6.01941266672929,5.330000000013793,,
recovery_freshness_s60_seed129,1,3,1,64,0,450.0,delivered,delivered,135.860132666692,138.9006126667,3.040480000007989,,
recovery_freshness_s60_seed129,2,3,1,64,0,486.0,delivered,delivered,103.034412666701,106.56201266671,3.527600000009002,,
recovery_freshness_s60_seed129,3,3,1,64,0,522.0,delivered,delivered,67.6584126667025,75.632012666723,7.973600000020497,,
recovery_freshness_s60_seed129,4,3,1,64,0,558.0,delivered,delivered,32.3604126667043,40.9756126667264,8.6152000000221,,
recovery_freshness_s60_seed129,5,3,1,64,0,594.0,delivered,delivered,1.08861266671636,8.23401266673488,7.145400000018521,,
recovery_freshness_s60_seed130,1,3,1,64,0,450.0,delivered,dropped,134.199212666688,,,,retry_exhausted
recovery_freshness_s60_seed130,2,3,1,64,0,486.0,delivered,delivered,102.8134126667,97.8474126666874,-4.966000000012599,,
recovery_freshness_s60_seed130,3,3,1,64,0,522.0,delivered,delivered,69.3937926667069,62.6404126666895,-6.753380000017401,,
recovery_freshness_s60_seed130,4,3,1,64,0,558.0,delivered,delivered,34.2584126667092,27.3164126666912,-6.942000000017998,,
recovery_freshness_s60_seed130,5,3,1,64,0,594.0,delivered,delivered,2.56933266672024,3.3544126667224,0.7850800000021598,,
recovery_freshness_s180_seed128,1,3,1,64,0,450.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s180_seed128,2,3,1,64,0,486.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s180_seed128,3,3,1,64,0,522.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s180_seed128,4,3,1,64,0,558.0,delivered,delivered,29.6011126666971,31.7884126667028,2.187300000005699,,
recovery_freshness_s180_seed128,5,3,1,64,0,594.0,delivered,delivered,2.54333266672018,2.84741266672108,0.3040800000009001,,
recovery_freshness_s180_seed129,1,3,1,64,0,450.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s180_seed129,2,3,1,64,0,486.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s180_seed129,3,3,1,64,0,522.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s180_seed129,4,3,1,64,0,558.0,delivered,delivered,27.8953326666924,30.5177326666994,2.622400000006998,,
recovery_freshness_s180_seed129,5,3,1,64,0,594.0,delivered,delivered,5.29141266672741,0.77661266671555,-4.51480000001186,,
recovery_freshness_s180_seed130,1,3,1,64,0,450.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s180_seed130,2,3,1,64,0,486.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s180_seed130,3,3,1,64,0,522.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s180_seed130,4,3,1,64,0,558.0,delivered,delivered,25.5752126666865,26.3422126666885,0.7670000000019996,,
recovery_freshness_s180_seed130,5,3,1,64,0,594.0,delivered,delivered,0.590012666715097,0.750612666715483,0.160600000000386,,
recovery_freshness_s300_seed128,1,3,1,64,0,450.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s300_seed128,2,3,1,64,0,486.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s300_seed128,3,3,1,64,0,522.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s300_seed128,4,3,1,64,0,558.0,delivered,delivered,2.88087266667037,2.88087266667037,0.0,,
recovery_freshness_s300_seed128,5,3,1,64,0,594.0,delivered,delivered,0.676412666760484,0.676412666760484,0.0,,
recovery_freshness_s300_seed129,1,3,1,64,0,450.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s300_seed129,2,3,1,64,0,486.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s300_seed129,3,3,1,64,0,522.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s300_seed129,4,3,1,64,0,558.0,delivered,delivered,3.02387266667074,3.02387266667074,0.0,,
recovery_freshness_s300_seed129,5,3,1,64,0,594.0,delivered,delivered,0.434012666759713,0.434012666759713,0.0,,
recovery_freshness_s300_seed130,1,3,1,64,0,450.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s300_seed130,2,3,1,64,0,486.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s300_seed130,3,3,1,64,0,522.0,dropped,dropped,,,,retry_exhausted,retry_exhausted
recovery_freshness_s300_seed130,4,3,1,64,0,558.0,delivered,delivered,2.91987266667047,2.91987266667047,0.0,,
recovery_freshness_s300_seed130,5,3,1,64,0,594.0,delivered,delivered,0.607612666760133,0.607612666760133,0.0,,
