case,tx_id,group_id,segment_index,group_segments,tx_time_ns,arrival_ns,sender,receiver,kind,app_source,app_id,hop_seq,ack_bits,dack_bits,decision,reason,boundary_distance_ns
ok,56,64,6,5,1963000028,1999481028,5,1,DATA,4,3,19,0,0,pass,none,-1
ok,57,65,1,1,1987961028,2010042028,1,5,ACK,0,0,14,16383,0,pass,none,-1
ok,58,66,1,1,2026961028,2049042028,1,5,ACK,0,0,19,524287,0,pass,none,-1
ok,59,67,1,1,2028000028,2050081028,5,4,ACK,0,0,21,2097120,31,pass,none,-1
ok,60,68,1,1,2065961028,2088042028,1,5,ACK,0,0,19,524287,0,pass,none,-1
ok,61,69,1,1,2104961028,2127042028,1,5,ACK,0,0,19,524287,0,pass,none,-1
ok,62,70,1,1,2143961028,2166042028,1,5,ACK,0,0,19,524287,0,pass,none,-1
ok,63,71,1,1,2171000028,2213241028,5,4,ACK,0,0,21,2097120,31,pass,none,-1
ok,63,72,2,7,2171000028,2213241028,5,1,DATA,5,17,20,0,0,pass,none,-1
ok,63,72,3,7,2171000028,2213241028,5,1,DATA,5,18,21,0,0,pass,none,-1
ok,63,72,4,7,2171000028,2213241028,5,1,DATA,4,4,22,0,0,pass,none,-1
ok,63,72,5,7,2171000028,2213241028,5,1,DATA,4,5,23,0,0,pass,none,-1
ok,63,72,6,7,2171000028,2213241028,5,1,DATA,5,19,24,0,0,pass,none,-1
ok,63,72,7,7,2171000028,2213241028,5,1,DATA,4,6,25,0,0,pass,none,-1
ok,63,72,8,7,2171000028,2213241028,5,1,DATA,4,7,26,0,0,pass,none,-1
ok,64,73,1,1,2182961028,2205042028,1,5,ACK,0,0,19,524287,0,pass,none,-1
ok,65,74,1,1,2236000028,2258081028,5,4,ACK,0,0,21,2097120,31,pass,none,-1
ok,66,75,1,1,2247961028,2270042028,1,5,ACK,0,0,26,67108863,0,pass,none,-1
ok,67,76,1,1,2286961028,2309042028,1,5,ACK,0,0,26,67108863,0,pass,none,-1
ok,68,77,1,1,2325961028,2348042028,1,5,ACK,0,0,26,67108863,0,pass,none,-1
ok,69,78,1,1,2364961028,2387042028,1,5,ACK,0,0,26,67108863,0,pass,none,-1
ok,70,79,1,1,2379000028,2427001028,5,4,ACK,0,0,21,2097120,31,pass,none,-1
ok,70,80,2,9,2379000028,2427001028,5,1,DATA,5,20,27,0,0,pass,none,-1
ok,70,80,3,9,2379000028,2427001028,5,1,DATA,5,21,28,0,0,pass,none,-1
