case,order,time_ns,event,node,peer,app_source,app_id,hop_seq,ack_bits,dack_bits,mac_state,ack_queue,data_queue,prep,counter,opportunity,advertised,hop_pending,neighbor_outstanding,neighbor_threshold,resend_queue,admitted,rate_kbps,power_dbm,nwk_waiting,nwk_custody,nsdp4,nsdp5,dack_holds
local,149,1110582028,ingress_after,5,1,0,0,2,3,0,1,0,1,1,1,9,1,1,1,0,1,18,128,33,15,16,0,16,0
local,150,1120000000,offer,5,1,5,19,0,0,0,1,0,1,1,0,9,1,1,1,0,1,18,0,0,15,16,0,16,0
local,151,1120000000,blocked,5,1,5,19,0,0,0,1,0,1,1,0,9,1,1,1,0,1,18,0,0,15,16,0,16,0
local,152,1127501028,tx_start,1,5,0,0,2,3,0,3,1,0,0,1,1,1,0,0,0,0,0,128,33,0,0,0,0,0
local,153,1131000028,tx_start,5,1,5,3,3,0,0,3,0,1,0,1,9,1,1,1,0,1,18,128,33,15,16,0,16,0
local,154,1140000000,offer,5,1,5,19,0,0,0,3,0,0,0,1,9,1,1,1,0,1,18,0,0,15,16,0,16,0
local,155,1140000000,blocked,5,1,5,19,0,0,0,3,0,0,0,1,9,1,1,1,0,1,18,0,0,15,16,0,16,0
local,156,1149582028,ingress_before,5,1,0,0,2,3,0,3,0,0,0,1,9,1,1,1,0,1,18,128,33,15,16,0,16,0
local,157,1149582028,ingress_after,5,1,0,0,2,3,0,3,0,0,0,1,9,1,1,1,0,1,18,128,33,15,16,0,16,0
local,158,1153501028,ingress_before,1,5,5,3,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,128,33,0,0,0,0,0
local,159,1153501028,deliver,1,5,5,3,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
local,160,1153501028,ingress_after,1,5,5,3,3,0,0,1,1,0,0,1,1,1,0,0,0,0,0,128,33,0,0,0,0,0
local,161,1160000000,offer,5,1,5,19,0,0,0,1,0,0,0,0,9,1,1,1,0,1,18,0,0,15,16,0,16,0
local,162,1160000000,blocked,5,1,5,19,0,0,0,1,0,0,0,0,9,1,1,1,0,1,18,0,0,15,16,0,16,0
local,163,1166501028,tx_start,1,5,0,0,3,7,0,3,1,0,0,1,1,1,0,0,0,0,0,128,33,0,0,0,0,0
local,164,1180000000,offer,5,1,5,19,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,18,0,0,15,16,0,16,0
local,165,1180000000,blocked,5,1,5,19,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,18,0,0,15,16,0,16,0
local,166,1188582028,ingress_before,5,1,0,0,3,7,0,1,0,0,0,-1,9,1,1,1,0,1,18,128,33,15,16,0,16,0
local,167,1188582028,release,5,1,5,0,0,0,0,1,0,0,0,-1,9,1,0,0,1,1,18,0,0,15,15,0,15,0
local,168,1188582028,ingress_after,5,1,0,0,3,7,0,1,0,0,0,-1,9,1,0,0,1,0,18,128,33,15,15,0,15,0
local,169,1200000000,offer,5,1,5,19,0,0,0,1,0,2,1,9,9,1,2,2,1,2,18,0,0,13,15,0,15,0
local,170,1200000000,admit,5,1,5,19,0,0,0,1,0,2,1,9,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,171,1205501028,tx_start,1,5,0,0,3,7,0,3,1,0,0,1,1,1,0,0,0,0,0,128,33,0,0,0,0,0
local,172,1220000000,offer,5,1,5,20,0,0,0,1,0,2,1,8,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,173,1220000000,blocked,5,1,5,20,0,0,0,1,0,2,1,8,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,174,1227582028,ingress_before,5,1,0,0,3,7,0,1,0,2,1,7,9,1,2,2,1,2,19,128,33,14,16,0,16,0
local,175,1227582028,ingress_after,5,1,0,0,3,7,0,1,0,2,1,7,9,1,2,2,1,2,19,128,33,14,16,0,16,0
local,176,1240000000,offer,5,1,5,20,0,0,0,1,0,2,1,6,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,177,1240000000,blocked,5,1,5,20,0,0,0,1,0,2,1,6,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,178,1244501028,tx_start,1,5,0,0,3,7,0,3,1,0,0,1,1,1,0,0,0,0,0,128,33,0,0,0,0,0
local,179,1260000000,offer,5,1,5,20,0,0,0,1,0,2,1,5,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,180,1260000000,blocked,5,1,5,20,0,0,0,1,0,2,1,5,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,181,1266582028,ingress_before,5,1,0,0,3,7,0,1,0,2,1,4,9,1,2,2,1,2,19,128,33,14,16,0,16,0
local,182,1266582028,ingress_after,5,1,0,0,3,7,0,1,0,2,1,4,9,1,2,2,1,2,19,128,33,14,16,0,16,0
local,183,1280000000,offer,5,1,5,20,0,0,0,1,0,2,1,3,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,184,1280000000,blocked,5,1,5,20,0,0,0,1,0,2,1,3,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,185,1283501028,tx_start,1,5,0,0,3,7,0,3,1,0,0,1,1,1,0,0,0,0,0,128,33,0,0,0,0,0
local,186,1300000000,offer,5,1,5,20,0,0,0,1,0,2,1,2,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,187,1300000000,blocked,5,1,5,20,0,0,0,1,0,2,1,2,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,188,1305582028,ingress_before,5,1,0,0,3,7,0,1,0,2,1,1,9,1,2,2,1,2,19,128,33,14,16,0,16,0
local,189,1305582028,ingress_after,5,1,0,0,3,7,0,1,0,2,1,1,9,1,2,2,1,2,19,128,33,14,16,0,16,0
local,190,1320000000,offer,5,1,5,20,0,0,0,1,0,2,1,0,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,191,1320000000,blocked,5,1,5,20,0,0,0,1,0,2,1,0,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,192,1322501028,tx_start,1,5,0,0,3,7,0,3,1,0,0,1,1,1,0,0,0,0,0,128,33,0,0,0,0,0
local,193,1326000028,tx_start,5,1,5,4,4,0,0,3,0,2,0,1,9,1,2,2,1,2,19,128,33,14,16,0,16,0
local,194,1326000028,tx_start,5,1,5,5,5,0,0,3,0,2,0,1,9,1,2,2,1,2,19,128,33,14,16,0,16,0
local,195,1340000000,offer,5,1,5,20,0,0,0,3,0,0,0,1,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,196,1340000000,blocked,5,1,5,20,0,0,0,3,0,0,0,1,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,197,1344582028,ingress_before,5,1,0,0,3,7,0,3,0,0,0,1,9,1,2,2,1,2,19,128,33,14,16,0,16,0
local,198,1344582028,ingress_after,5,1,0,0,3,7,0,3,0,0,0,1,9,1,2,2,1,2,19,128,33,14,16,0,16,0
local,199,1351381028,ingress_before,1,5,5,4,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,128,33,0,0,0,0,0
local,200,1351381028,deliver,1,5,5,4,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
local,201,1351381028,ingress_after,1,5,5,4,4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,128,33,0,0,0,0,0
local,202,1351381028,ingress_before,1,5,5,5,5,0,0,1,1,0,0,0,1,1,0,0,0,0,0,128,33,0,0,0,0,0
local,203,1351381028,deliver,1,5,5,5,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
local,204,1351381028,ingress_after,1,5,5,5,5,0,0,1,1,0,0,0,1,1,0,0,0,0,0,128,33,0,0,0,0,0
local,205,1360000000,offer,5,1,5,20,0,0,0,1,0,0,0,0,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,206,1360000000,blocked,5,1,5,20,0,0,0,1,0,0,0,0,9,1,2,2,1,2,19,0,0,14,16,0,16,0
local,207,1380000000,offer,5,1,5,20,0,0,0,1,0,0,0,-1,9,1,2,2,1,2,19,0,0,14,16,0,16,0
