schema,scenario,application_profile,flow_index,source,configured_destination,destination_mode,attempts,admitted,blocked_discovery,blocked_topology,blocked_gateway_route,blocked_destination,blocked_nsdp,first_admitted_s,last_admitted_s
csr-app-admission-diagnostics-v1,blue_radio_campus-multihop,legacy-send-only-no-dscp,0,2,1,fixed,285000,513,0,0,0,0,284487,300,5999.7799999999997
csr-app-admission-diagnostics-v1,blue_radio_campus-multihop,legacy-send-only-no-dscp,1,3,1,fixed,285000,8570,0,0,0,0,276430,300,5998.9799999999996
csr-app-admission-diagnostics-v1,blue_radio_campus-multihop,legacy-send-only-no-dscp,2,4,1,fixed,285000,549,0,0,0,0,284451,300,5991.0600000000004
csr-app-admission-diagnostics-v1,blue_radio_campus-multihop,legacy-send-only-no-dscp,3,5,1,fixed,285000,1467,0,0,0,0,283533,300,5971.5799999999999
csr-app-admission-diagnostics-v1,blue_radio_campus-multihop,legacy-send-only-no-dscp,4,7,1,fixed,285000,1381,0,0,0,0,283619,300,5998.1400000000003
csr-app-admission-diagnostics-v1,blue_radio_campus-multihop,legacy-send-only-no-dscp,5,8,1,fixed,285000,181,0,0,0,0,284819,300,5549.5200000000004
