schema,event_index,time_s,event,node,peer,packet_type,src,dst,sequence,rate_kbps,size_bytes,success,reason,pathloss_db,rx_power_dbm,noise_dbm,snr_db,jsr_db,header_errors,payload_errors,total_errors,route_cost,next_hop,security_count,reservation_slot,reservation_counter,detail,statistic,value
csr-differential-trace-v1,0,0,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,HOP.Resend Queue Size (packets),1
csr-differential-trace-v1,1,0,hop_admission,7,8,data,7,1,1,,,1,admitted,,,,,,,,,,8,,,,hop_sequence=1;pending_before=0;pending_after=1;pending_limit=16;global_spad_before=17;global_spad_after=16;outstanding_before=0;outstanding_after=1;threshold=0;neighbor_spad_before=1;neighbor_spad_after=0;resend_queue_before=0;resend_queue_after=1;resend_tracked=1;resend_overflow=0,,
csr-differential-trace-v1,2,0,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,MAC.Tx Queue Size (packets),1
csr-differential-trace-v1,3,0,t22_checkpoint,7,,,,,1,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,4,0,t22_checkpoint,7,,,,,2,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,5,0.002,hop_completion,7,8,data,7,1,1,,,1,ack,,,,,,,,,,8,,,,hop_sequence=1;resend_count=0;pending_before=1;pending_after=0;pending_limit=16;outstanding_before=1;outstanding_after=0;threshold_before=0;threshold_after=0;resend_queue_before=1;resend_queue_after=0;nsdp_released=1;capacity_released=1,,
csr-differential-trace-v1,6,0.002,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,HOP.Resend Queue Size (packets),0
csr-differential-trace-v1,7,0.002,t22_checkpoint,7,,,,,3,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,8,0.01,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,HOP.Resend Queue Size (packets),1
csr-differential-trace-v1,9,0.01,hop_admission,7,8,data,7,1,2,,,1,admitted,,,,,,,,,,8,,,,hop_sequence=2;pending_before=0;pending_after=1;pending_limit=16;global_spad_before=17;global_spad_after=16;outstanding_before=0;outstanding_after=1;threshold=0;neighbor_spad_before=1;neighbor_spad_after=0;resend_queue_before=0;resend_queue_after=1;resend_tracked=1;resend_overflow=0,,
csr-differential-trace-v1,10,0.01,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,MAC.Tx Queue Size (packets),1
csr-differential-trace-v1,11,0.01,t22_checkpoint,7,,,,,4,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,12,0.01,t22_checkpoint,7,,,,,5,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,13,0.012,hop_completion,7,8,data,7,1,2,,,1,ack,,,,,,,,,,8,,,,hop_sequence=2;resend_count=0;pending_before=1;pending_after=0;pending_limit=16;outstanding_before=1;outstanding_after=0;threshold_before=0;threshold_after=0;resend_queue_before=1;resend_queue_after=0;nsdp_released=1;capacity_released=1,,
csr-differential-trace-v1,14,0.012,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,HOP.Resend Queue Size (packets),0
csr-differential-trace-v1,15,0.012,t22_checkpoint,7,,,,,6,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,16,0.02,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,HOP.Resend Queue Size (packets),1
csr-differential-trace-v1,17,0.02,hop_admission,7,8,data,7,1,3,,,1,admitted,,,,,,,,,,8,,,,hop_sequence=3;pending_before=0;pending_after=1;pending_limit=16;global_spad_before=17;global_spad_after=16;outstanding_before=0;outstanding_after=1;threshold=0;neighbor_spad_before=1;neighbor_spad_after=0;resend_queue_before=0;resend_queue_after=1;resend_tracked=1;resend_overflow=0,,
csr-differential-trace-v1,18,0.02,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,MAC.Tx Queue Size (packets),1
csr-differential-trace-v1,19,0.02,t22_checkpoint,7,,,,,7,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,20,0.02,t22_checkpoint,7,,,,,8,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,21,0.021999999999999999,hop_completion,7,8,data,7,1,3,,,1,ack,,,,,,,,,,8,,,,hop_sequence=3;resend_count=0;pending_before=1;pending_after=0;pending_limit=16;outstanding_before=1;outstanding_after=0;threshold_before=0;threshold_after=1;resend_queue_before=1;resend_queue_after=0;nsdp_released=1;capacity_released=1,,
csr-differential-trace-v1,22,0.021999999999999999,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,HOP.Resend Queue Size (packets),0
csr-differential-trace-v1,23,0.021999999999999999,t22_checkpoint,7,,,,,9,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,24,0.10000000000000001,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,HOP.Resend Queue Size (packets),1
csr-differential-trace-v1,25,0.10000000000000001,hop_admission,7,8,data,7,1,4,,,1,admitted,,,,,,,,,,8,,,,hop_sequence=4;pending_before=0;pending_after=1;pending_limit=16;global_spad_before=17;global_spad_after=16;outstanding_before=0;outstanding_after=1;threshold=1;neighbor_spad_before=2;neighbor_spad_after=1;resend_queue_before=0;resend_queue_after=1;resend_tracked=1;resend_overflow=0,,
csr-differential-trace-v1,26,0.10000000000000001,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,MAC.Tx Queue Size (packets),1
csr-differential-trace-v1,27,0.10000000000000001,t22_checkpoint,7,,,,,10,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,28,0.10000000000000001,t22_checkpoint,7,,,,,11,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,29,0.29999999999999999,reservation_holdoff,7,,,,,,,,,,,,,,,,,,,,,,-1,,,
csr-differential-trace-v1,30,2.1000000280000002,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,MAC.Tx Queue Size (packets),1
csr-differential-trace-v1,31,2.1099999999999999,t22_checkpoint,7,,,,,12,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,32,4.110000028,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,MAC.Tx Queue Size (packets),1
csr-differential-trace-v1,33,4.1200000000000001,t22_checkpoint,7,,,,,13,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,34,8.1189999999999998,t22_checkpoint,7,,,,,14,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,35,8.1200000279999998,hop_completion,7,8,data,7,1,4,,,0,no_ack,,,,,,,,,,8,,,,hop_sequence=4;resend_count=2;pending_before=1;pending_after=0;pending_limit=16;outstanding_before=1;outstanding_after=0;threshold_before=1;threshold_after=0;resend_queue_before=1;resend_queue_after=0;nsdp_released=1;capacity_released=1,,
csr-differential-trace-v1,36,8.1200000279999998,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,HOP.Resend Queue Size (packets),0
csr-differential-trace-v1,37,8.1210000000000004,t22_checkpoint,7,,,,,15,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,38,9,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,HOP.Resend Queue Size (packets),1
csr-differential-trace-v1,39,9,hop_admission,7,8,data,7,1,5,,,1,admitted,,,,,,,,,,8,,,,hop_sequence=5;pending_before=0;pending_after=1;pending_limit=16;global_spad_before=17;global_spad_after=16;outstanding_before=0;outstanding_after=1;threshold=0;neighbor_spad_before=1;neighbor_spad_after=0;resend_queue_before=0;resend_queue_after=1;resend_tracked=1;resend_overflow=0,,
csr-differential-trace-v1,40,9,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,MAC.Tx Queue Size (packets),1
csr-differential-trace-v1,41,9,t22_checkpoint,7,,,,,16,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,42,9,t22_checkpoint,7,,,,,17,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,43,11.000000028000001,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,MAC.Tx Queue Size (packets),1
csr-differential-trace-v1,44,11.01,t22_checkpoint,7,,,,,18,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,45,13.010000028,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,MAC.Tx Queue Size (packets),1
csr-differential-trace-v1,46,13.02,t22_checkpoint,7,,,,,19,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,47,17.020000027999998,hop_completion,7,8,data,7,1,5,,,0,no_ack,,,,,,,,,,8,,,,hop_sequence=5;resend_count=2;pending_before=1;pending_after=0;pending_limit=16;outstanding_before=1;outstanding_after=0;threshold_before=0;threshold_after=0;resend_queue_before=1;resend_queue_after=0;nsdp_released=1;capacity_released=1,,
csr-differential-trace-v1,48,17.020000027999998,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,HOP.Resend Queue Size (packets),0
csr-differential-trace-v1,49,17.021000000000001,t22_checkpoint,7,,,,,20,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,50,17.100000000000001,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,HOP.Resend Queue Size (packets),1
csr-differential-trace-v1,51,17.100000000000001,hop_admission,7,8,data,7,1,6,,,1,admitted,,,,,,,,,,8,,,,hop_sequence=6;pending_before=0;pending_after=1;pending_limit=16;global_spad_before=17;global_spad_after=16;outstanding_before=0;outstanding_after=1;threshold=0;neighbor_spad_before=1;neighbor_spad_after=0;resend_queue_before=0;resend_queue_after=1;resend_tracked=1;resend_overflow=0,,
csr-differential-trace-v1,52,17.100000000000001,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,MAC.Tx Queue Size (packets),1
csr-differential-trace-v1,53,17.100000000000001,t22_checkpoint,7,,,,,21,,,,,,,,,,,,,,,,,,,,
