time_s,node,nwk_queue,nsdp_3_1,hop_pending_data,hop_resend_queue,mac_queue,mac_ack_queue,selected_route_1,selected_route_cost,active_peer_1,active_peer_2,active_peer_3,inactive_neighbor_drops,post_phy_eligibility_drops,app_deliveries,link_failure_callbacks
655,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
655,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
660,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
660,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
660,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
665,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
665,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
665,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
670,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
670,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
670,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
675,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
675,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
675,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
680,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
680,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
680,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
685,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
685,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
685,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
690,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
690,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
690,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
695,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
695,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
695,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
700,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
700,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
700,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
705,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
705,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
705,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
710,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
710,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
710,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
715,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
715,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
715,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
720,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
720,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
720,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
725,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
725,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
725,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
730,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
730,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
730,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
735,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
735,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
735,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
740,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
740,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
740,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
745,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
745,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
745,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
750,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
750,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
750,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
755,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
755,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
755,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
760,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
760,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
760,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
765,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
765,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
765,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
770,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
770,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
770,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
775,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
775,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
775,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
780,1,0,0,0,0,0,0,0,,0,0,0,0,5,2,0
780,2,0,0,0,0,0,0,0,,0,0,1,0,10,0,0
780,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
785,1,0,0,0,1,0,0,0,,0,1,0,0,5,2,0
785,2,0,0,0,0,5,5,1,6274,1,0,1,0,10,0,0
785,3,0,0,0,0,1,1,1,12548,0,1,0,0,5,0,0
790,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
790,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
790,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
795,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
795,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
795,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
800,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
800,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
800,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
805,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
805,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
805,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
810,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
810,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
810,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
815,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
815,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
815,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
820,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
820,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
820,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
825,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
825,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
825,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
830,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
830,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
830,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
835,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
835,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
835,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
840,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
840,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
840,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
845,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
845,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
845,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
850,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
850,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
850,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
855,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
855,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
855,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
860,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
860,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
860,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
865,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
865,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
865,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
870,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
870,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
870,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
875,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
875,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
875,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
880,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
880,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
880,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
885,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
885,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
885,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
890,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
890,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
890,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
895,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
895,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
895,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
900,1,0,0,0,0,0,0,0,,0,1,0,0,5,2,0
900,2,0,0,0,0,0,0,1,6274,1,0,1,0,10,0,0
900,3,0,0,0,0,0,0,1,12548,0,1,0,0,5,0,0
