source,destination,ordinal,matlab_packet_id,ns3_sequence,matlab_payload_bytes,ns3_payload_bytes,matlab_dscp,ns3_dscp,matlab_generated_s,ns3_generated_s,matlab_status,ns3_status,matlab_latency_s,ns3_latency_s,latency_delta_s,delivery_equal
2,1,1,1,184,64,64,0,0,120.0,120.0,delivered,delivered,1.510520333334,1.4715203330000008,0.039000000333999196,True
2,1,2,2,194,64,64,0,0,135.0,135.0,delivered,delivered,0.07806033333901041,0.19506033299998649,-0.11699999966097607,True
2,1,3,3,204,64,64,0,0,150.0,150.0,delivered,delivered,0.18406033334500194,0.30106033300000945,-0.11699999965500751,True
