source,destination,ordinal,matlab_packet_id,ns3_sequence,matlab_payload_bytes,ns3_payload_bytes,matlab_dscp,ns3_dscp,matlab_generated_s,ns3_generated_s,matlab_status,ns3_status,matlab_latency_s,ns3_latency_s,latency_delta_s,delivery_equal
2,1,1,1,184,64,64,0,0,120.0,120.0,delivered,delivered,1.5096803333340034,1.4706803330000042,0.039000000333999196,True
2,1,2,2,194,64,64,0,0,135.0,135.0,delivered,delivered,0.07722033333899958,0.19422033300000408,-0.1169999996610045,True
2,1,3,3,204,64,64,0,0,150.0,150.0,delivered,delivered,0.1832203333449911,0.3002203329999986,-0.11699999965500751,True
