schema,event_index,time_s,event,node,peer,packet_type,src,dst,sequence,rate_kbps,size_bytes,success,reason,pathloss_db,rx_power_dbm,noise_dbm,snr_db,jsr_db,header_errors,payload_errors,total_errors,route_cost,next_hop,security_count,reservation_slot,reservation_counter,detail,statistic,value
csr-differential-trace-v1,0,0,t22_checkpoint,7,,,,,1,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,1,0.001,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,HOP.Resend Queue Size (packets),1
csr-differential-trace-v1,2,0.001,hop_admission,7,8,data,7,1,1,,,1,admitted,,,,,,,,,,8,,,,hop_sequence=1;pending_before=0;pending_after=1;pending_limit=16;global_spad_before=17;global_spad_after=16;outstanding_before=0;outstanding_after=1;threshold=0;neighbor_spad_before=1;neighbor_spad_after=0;resend_queue_before=0;resend_queue_after=1;resend_tracked=1;resend_overflow=0,,
csr-differential-trace-v1,3,0.001,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,MAC.Tx Queue Size (packets),1
csr-differential-trace-v1,4,0.001,t22_checkpoint,7,,,,,2,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,5,0.001,t22_checkpoint,7,,,,,3,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,6,0.002,t22_checkpoint,7,,,,,4,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,7,0.0030000000000000001,hop_completion,7,8,data,7,1,1,,,1,ack,,,,,,,,,,8,,,,hop_sequence=1;resend_count=0;pending_before=1;pending_after=0;pending_limit=16;outstanding_before=1;outstanding_after=0;threshold_before=0;threshold_after=0;resend_queue_before=1;resend_queue_after=0;nsdp_released=1;capacity_released=1,,
csr-differential-trace-v1,8,0.0030000000000000001,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,HOP.Resend Queue Size (packets),0
csr-differential-trace-v1,9,0.0030000000000000001,t22_checkpoint,7,,,,,5,,,,,,,,,,,,,,,,,,,,
csr-differential-trace-v1,10,0.0040000000000000001,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,HOP.Resend Queue Size (packets),1
csr-differential-trace-v1,11,0.0040000000000000001,hop_admission,7,8,data,7,1,2,,,1,admitted,,,,,,,,,,8,,,,hop_sequence=2;pending_before=0;pending_after=1;pending_limit=16;global_spad_before=17;global_spad_after=16;outstanding_before=0;outstanding_after=1;threshold=0;neighbor_spad_before=1;neighbor_spad_after=0;resend_queue_before=0;resend_queue_after=1;resend_tracked=1;resend_overflow=0,,
csr-differential-trace-v1,12,0.0040000000000000001,statistic_sample,7,,,,,,,,,,,,,,,,,,,,,,,,MAC.Tx Queue Size (packets),1
csr-differential-trace-v1,13,0.0040000000000000001,t22_checkpoint,7,,,,,6,,,,,,,,,,,,,,,,,,,,
