Scenario,Generated,Received,Dropped,Pending,PhysicalTransmissions,Retransmissions,AcksReceived,DacksReceived,DuplicateData,QueueDrops,HopFailures,UnconfirmedHopTransfers,FaultDrops,RelayAccepted,PhysicalReceived,Collisions,HopPendingData,ResendQueueDepth,DackHoldCount,RuntimeSeconds
reliable,6,6,0,0,36,0,6,0,0,0,0,0,0,0,37,0,0,0,0,10.7770866
ack_loss,1,1,0,0,12,1,1,0,1,0,0,0,5,0,9,0,0,0,0,2.7215808
data_loss,1,1,0,0,7,1,1,0,0,0,0,0,1,0,9,0,0,0,0,1.9192824
dack,1,1,0,0,11,1,1,1,0,0,0,0,0,1,22,0,0,0,0,2.6329904
collision,6,6,0,0,24,2,6,0,2,0,0,0,0,0,47,2,0,0,0,7.8724448
relay,6,6,0,0,66,1,12,0,0,0,0,0,0,6,132,0,0,0,0,16.0771999
queue_pressure,20,2,18,0,8,0,2,0,0,18,0,0,0,0,9,0,0,0,0,3.5010695
high_rate_500,6,6,0,0,36,0,6,0,0,0,0,0,0,0,37,0,0,0,0,9.267991
high_rate_1000,6,6,0,0,36,0,6,0,0,0,0,0,0,0,37,0,0,0,0,9.0389941
