seed,node,source,destination,sequence,peer,time_s,reason,resend_count,event_index,enqueue_s,admission_s,admission_event_index,hop_admission_to_nsdp_release_completion_s,enqueue_to_nsdp_release_completion_s
129,4,2,1,957,5,394.260000028,no_ack,2,107099,312.998813632,378.638292472,92966,15.62170755599999,81.26118639599997
129,8,8,1,1243,2,395.161295346,dack,0,107944,339.08,394.179295402,107001,0.9819999439999947,56.08129534599999
129,8,7,1,1030,2,395.161295346,dack,0,107946,336.697812442,394.179295402,106994,0.9819999439999947,58.46348290399999
129,8,8,1,1247,2,397.150295346,dack,0,109551,339.64,396.428295402,109015,0.7219999440000038,57.51029534600002
129,8,8,1,1255,2,397.943295346,dack,0,110332,340.58,397.143295402,109504,0.7999999440000352,57.36329534600003
129,4,2,1,986,5,402.593000028,no_ack,2,114499,315.754813632,393.575292472,106591,9.017707556000005,86.83818639600003
129,4,8,1,878,5,404.196292444,ack,0,115937,316.625813632,402.593000056,114501,1.6032923879999998,87.57047881199998
129,8,8,1,1256,2,407.823295346,dack,0,119554,340.6,406.431295402,118411,1.3919999440000197,67.22329534599999
129,8,8,1,1263,2,411.710295346,dack,0,123331,341.44,410.474295402,122168,1.2359999440000138,70.27029534600001
129,8,8,1,1262,2,411.710295346,dack,0,123333,341.42,410.474295402,122161,1.2359999440000138,70.290295346
129,8,8,1,1305,2,412.321295346,dack,0,124063,347.44,410.585295402,122274,1.7359999440000138,64.881295346
129,8,8,1,1348,2,413.153295346,dack,0,125036,352.7,412.600295402,124462,0.5529999440000211,60.453295346000004
129,4,2,1,1004,5,413.266000028,no_ack,2,125179,316.898813632,404.196292472,115940,9.069707556000026,96.36718639600002
129,8,8,1,1351,2,413.595295346,dack,0,125469,353.12,412.879295402,124768,0.7159999439999751,60.475295345999996
129,4,2,1,1012,5,413.829292444,ack,0,125742,317.548813632,413.266000056,125181,0.5632923879999794,96.28047881199996
129,8,7,1,1031,2,416.039295346,dack,0,127780,353.961812442,415.161295402,126963,0.8779999440000097,62.07748290400002
129,8,8,1,1355,2,416.039295346,dack,0,127782,353.64,415.161295402,126956,0.8779999440000097,62.39929534600003
129,4,2,1,1021,5,417.573292444,ack,1,129119,318.952813632,413.829292472,125745,3.7439999719999832,98.62047881199999
129,4,2,1,981,5,418.197292444,dack,0,129682,320.473813632,417.573292472,129122,0.6239999720000355,97.72347881200005
129,8,7,1,1061,2,418.717295346,dack,0,130123,357.250812442,417.943295402,129473,0.7739999440000247,61.46648290400003
129,8,7,1,1038,2,418.717295346,dack,0,130125,354.949812442,417.150295402,128782,1.566999944000031,63.76748290400002
129,8,7,1,1048,2,433.849295346,dack,1,143617,357.854432442,427.823295402,137739,6.025999944000034,75.994862904
129,8,7,1,1069,2,435.162295346,dack,0,144685,358.836812442,431.710295402,141449,3.451999944000022,76.32548290400001
129,8,7,1,1062,2,435.162295346,dack,0,144687,358.238812442,431.710295402,141442,3.451999944000022,76.92348290400002
129,8,7,1,1052,2,435.604295346,dack,0,145113,359.902812442,433.153295402,142800,2.4509999439999888,75.70148290399999
129,8,7,1,1084,2,436.098295346,dack,0,145507,360.162812442,433.595295402,143337,2.5029999440000097,75.93548290399997
129,8,7,1,1097,2,437.151295346,dack,0,146397,361.280812442,436.039295402,145418,1.1119999439999901,75.87048290399997
129,8,7,1,1090,2,437.151295346,dack,0,146399,360.656812442,436.039295402,145411,1.1119999439999901,76.494482904
129,8,7,1,1050,2,437.775295346,dack,1,146885,359.265812442,432.321295402,142108,5.4539999440000315,78.50948290399998
129,8,7,1,1134,2,439.673295346,dack,0,148440,361.709812442,438.717295402,147638,0.9559999439999842,77.96348290399999
129,8,7,1,1215,2,440.388295346,dack,0,148996,362.905812442,438.717295402,147645,1.670999944000016,77.482482904
