seed,node,source,start_s,end_s,metric,value
128,2,7,300,600,hop_feedback:ack,16
128,2,7,300,600,hop_feedback:dack,64
128,2,7,3000,3300,hop_feedback:ack,7
128,2,7,3000,3300,hop_feedback:dack,24
128,2,7,3300,3600,hop_feedback:ack,7
128,2,7,3300,3600,hop_feedback:dack,25
128,2,7,3600,3900,hop_feedback:ack,17
128,2,7,3600,3900,hop_feedback:dack,22
128,2,7,3900,4200,hop_feedback:ack,2
128,2,7,3900,4200,hop_feedback:dack,35
128,2,7,4200,4500,hop_feedback:dack,35
128,2,7,4500,4800,hop_feedback:dack,29
128,2,7,4800,5100,hop_feedback:ack,2
128,2,7,4800,5100,hop_feedback:dack,33
128,2,7,5100,5400,hop_feedback:ack,14
128,2,7,5100,5400,hop_feedback:dack,16
128,2,7,5400,5700,hop_feedback:ack,16
128,2,7,5400,5700,hop_feedback:dack,30
128,2,7,5700,6000,hop_feedback:ack,5
128,2,7,5700,6000,hop_feedback:dack,33
128,2,7,600,900,hop_feedback:dack,61
128,2,7,900,1200,hop_feedback:dack,41
128,2,7,1200,1500,hop_feedback:dack,29
128,2,7,1500,1800,hop_feedback:ack,1
128,2,7,1500,1800,hop_feedback:dack,35
128,2,7,1800,2100,hop_feedback:ack,3
128,2,7,1800,2100,hop_feedback:dack,39
128,2,7,2100,2400,hop_feedback:ack,1
128,2,7,2100,2400,hop_feedback:dack,25
128,2,7,2400,2700,hop_feedback:ack,4
128,2,7,2400,2700,hop_feedback:dack,37
128,2,7,2700,3000,hop_feedback:ack,2
128,2,7,2700,3000,hop_feedback:dack,28
128,2,8,300,600,hop_feedback:ack,16
128,2,8,300,600,hop_feedback:dack,52
128,2,8,3000,3300,hop_feedback:ack,1
128,2,8,3000,3300,hop_feedback:dack,30
128,2,8,3300,3600,hop_feedback:ack,7
128,2,8,3300,3600,hop_feedback:dack,24
128,2,8,3600,3900,hop_feedback:ack,12
128,2,8,3600,3900,hop_feedback:dack,27
128,2,8,3900,4200,hop_feedback:ack,2
128,2,8,3900,4200,hop_feedback:dack,30
128,2,8,4200,4500,hop_feedback:dack,24
128,2,8,4500,4800,hop_feedback:ack,8
128,2,8,4500,4800,hop_feedback:dack,9
128,2,8,4800,5100,hop_feedback:ack,26
128,2,8,5100,5400,hop_feedback:ack,23
128,2,8,5100,5400,hop_feedback:dack,8
128,2,8,5400,5700,hop_feedback:ack,24
128,2,8,5400,5700,hop_feedback:dack,15
128,2,8,5700,6000,hop_feedback:ack,19
128,2,8,5700,6000,hop_feedback:dack,16
128,2,8,600,900,hop_feedback:dack,53
128,2,8,900,1200,hop_feedback:dack,24
128,2,8,1200,1500,hop_feedback:dack,13
128,2,8,1500,1800,hop_feedback:ack,14
128,2,8,1500,1800,hop_feedback:dack,2
128,2,8,1800,2100,hop_feedback:ack,19
128,2,8,1800,2100,hop_feedback:dack,15
128,2,8,2100,2400,hop_feedback:ack,5
128,2,8,2100,2400,hop_feedback:dack,17
128,2,8,2400,2700,hop_feedback:ack,16
128,2,8,2400,2700,hop_feedback:dack,17
128,2,8,2700,3000,hop_feedback:ack,3
128,2,8,2700,3000,hop_feedback:dack,26
128,4,2,300,600,hop_feedback:ack,16
128,4,2,300,600,hop_feedback:dack,40
128,4,2,300,600,nwk_enqueue:relay,56
128,4,2,300,600,nwk_forward:relay,34
128,4,2,3000,3300,hop_feedback:ack,10
128,4,2,3000,3300,hop_feedback:dack,17
128,4,2,3000,3300,nwk_enqueue:relay,27
128,4,2,3000,3300,nwk_forward:relay,23
128,4,2,3300,3600,hop_feedback:ack,19
128,4,2,3300,3600,hop_feedback:dack,10
128,4,2,3300,3600,nwk_enqueue:relay,29
128,4,2,3300,3600,nwk_forward:relay,33
128,4,2,3600,3900,hop_feedback:ack,23
128,4,2,3600,3900,hop_feedback:dack,12
128,4,2,3600,3900,nwk_enqueue:relay,34
128,4,2,3600,3900,nwk_forward:relay,33
128,4,2,3900,4200,hop_feedback:dack,28
128,4,2,3900,4200,nwk_enqueue:relay,28
128,4,2,3900,4200,nwk_forward:relay,24
128,4,2,4200,4500,hop_feedback:dack,20
128,4,2,4200,4500,nwk_enqueue:relay,20
128,4,2,4200,4500,nwk_forward:relay,25
128,4,2,4500,4800,hop_feedback:ack,20
128,4,2,4500,4800,hop_feedback:dack,3
128,4,2,4500,4800,nwk_enqueue:relay,23
128,4,2,4500,4800,nwk_forward:relay,23
128,4,2,4800,5100,hop_feedback:ack,18
128,4,2,4800,5100,hop_feedback:dack,6
128,4,2,4800,5100,nwk_enqueue:relay,24
128,4,2,4800,5100,nwk_forward:relay,24
128,4,2,5100,5400,hop_feedback:ack,12
128,4,2,5100,5400,hop_feedback:dack,22
128,4,2,5100,5400,nwk_enqueue:relay,33
128,4,2,5100,5400,nwk_forward:relay,34
128,4,2,5400,5700,hop_feedback:ack,6
128,4,2,5400,5700,hop_feedback:dack,37
128,4,2,5400,5700,nwk_enqueue:relay,43
128,4,2,5400,5700,nwk_forward:relay,29
128,4,2,5700,6000,hop_feedback:dack,30
128,4,2,5700,6000,nwk_enqueue:relay,30
128,4,2,5700,6000,nwk_forward:relay,29
128,4,2,600,900,hop_feedback:ack,10
128,4,2,600,900,hop_feedback:dack,1
128,4,2,600,900,nwk_enqueue:relay,11
128,4,2,600,900,nwk_forward:relay,26
128,4,2,900,1200,hop_feedback:ack,10
128,4,2,900,1200,nwk_enqueue:relay,10
128,4,2,900,1200,nwk_forward:relay,11
128,4,2,1200,1500,hop_feedback:ack,14
128,4,2,1200,1500,nwk_enqueue:relay,14
128,4,2,1200,1500,nwk_forward:relay,12
128,4,2,1500,1800,hop_feedback:ack,12
128,4,2,1500,1800,hop_feedback:dack,17
128,4,2,1500,1800,nwk_enqueue:relay,29
128,4,2,1500,1800,nwk_forward:relay,10
128,4,2,1800,2100,hop_feedback:dack,30
128,4,2,1800,2100,nwk_enqueue:relay,30
128,4,2,1800,2100,nwk_forward:relay,27
128,4,2,2100,2400,hop_feedback:ack,12
128,4,2,2100,2400,hop_feedback:dack,8
128,4,2,2100,2400,nwk_enqueue:relay,20
128,4,2,2100,2400,nwk_forward:relay,39
128,4,2,2400,2700,hop_feedback:ack,16
