seed,node,peer,source,destination,sequence,hop_sequence,admission_s,admission_event_index,threshold_at_admission,release_s,release_reason,release_event,capacity_retention_s
130,8,2,8,1,3334,237,878.494295402,619665,6,885.144295346,ack,hop_completion,6.649999944000001
130,7,8,7,1,4225,228,865.065292498,605052,7,885.96929247,dack_expiry,hop_capacity_release,20.903999972000065
130,7,8,7,1,4135,222,842.783292498,581551,7,887.96429247,dack_expiry,hop_capacity_release,45.180999971999995
130,8,2,7,1,3015,231,867.184295402,607685,6,888.062295374,dack_expiry,hop_capacity_release,20.877999971999998
130,7,8,7,1,4241,229,869.953292498,610792,7,891.10429247,dack_expiry,hop_capacity_release,21.150999972000022
130,7,8,7,1,4246,230,871.935292498,612876,7,892.76829247,dack_expiry,hop_capacity_release,20.83299997200004
130,4,5,7,1,1527,218,892.983292472,635640,0,893.620292444,ack,hop_completion,0.6369999720000123
130,7,8,7,1,4290,231,873.541292498,614563,7,894.52329247,dack_expiry,hop_capacity_release,20.98199997200004
130,4,5,7,1,1510,219,893.620292472,636263,0,896.402292444,ack,hop_completion,2.781999971999994
130,4,5,7,1,1534,220,896.402292472,638872,0,897.065292444,ack,hop_completion,0.662999971999966
130,8,2,7,1,3077,234,871.591295402,612380,6,897.149295374,dack_expiry,hop_capacity_release,25.557999971999948
130,8,2,7,1,3035,233,870.662295374,611386,6,897.149295374,dack_expiry,hop_capacity_release,26.486999999999966
130,7,8,7,1,4304,232,876.206292498,617187,7,897.31829247,dack_expiry,hop_capacity_release,21.11199997199992
130,8,2,7,1,3029,235,873.424295402,614387,6,898.917295374,dack_expiry,hop_capacity_release,25.492999972000007
130,4,5,7,1,1535,221,897.065292472,639407,0,900.094292444,ack,hop_completion,3.0289999719999514
130,4,5,7,1,1518,222,900.094292472,642834,0,900.666292444,ack,hop_completion,0.5719999719999578
130,8,2,7,1,3119,239,879.235295402,620720,6,900.776295374,dack_expiry,hop_capacity_release,21.54099997200001
130,8,2,7,1,3084,238,878.917295374,620222,6,900.776295374,dack_expiry,hop_capacity_release,21.859000000000037
130,7,8,7,1,4327,234,881.757292498,623542,7,902.59629247,dack_expiry,hop_capacity_release,20.83899997200001
130,8,2,7,1,3136,240,885.144295374,627357,6,905.560295374,dack_expiry,hop_capacity_release,20.416000000000054
130,7,8,7,1,4350,235,885.969292498,628495,7,907.14629247,dack_expiry,hop_capacity_release,21.17699997200009
130,7,8,7,1,4357,236,887.964292498,630685,7,908.99229247,dack_expiry,hop_capacity_release,21.02799997200009
130,8,2,7,1,3144,241,888.062295402,630899,6,910.617295374,dack_expiry,hop_capacity_release,22.55499997200002
130,7,8,7,1,4386,237,891.104292498,633968,7,911.51429247,dack_expiry,hop_capacity_release,20.409999972000037
130,8,2,8,1,3497,248,910.617295402,654641,6,912.093295346,ack,hop_completion,1.4759999440000229
130,7,8,7,1,4404,238,892.768292498,635466,7,913.69829247,dack_expiry,hop_capacity_release,20.929999971999905
130,7,8,7,1,4416,239,894.523292498,637099,7,915.44029247,dack_expiry,hop_capacity_release,20.916999971999985
130,4,5,7,1,1523,223,900.666292472,643484,0,916.106000028,no_ack,hop_completion,15.43970755600003
130,8,2,8,1,3505,249,912.093295374,656289,6,918.502295346,ack,hop_completion,6.408999971999947
130,8,2,7,1,3187,243,897.149295402,639571,6,918.534295374,dack_expiry,hop_capacity_release,21.384999971999946
130,7,8,7,1,4440,240,897.318292498,639763,7,918.82029247,dack_expiry,hop_capacity_release,21.50199997200002
130,4,5,8,1,1746,224,916.106000056,659740,0,919.490292444,ack,hop_completion,3.3842923880000626
130,8,2,7,1,3194,244,898.917295402,641423,6,920.666295374,dack_expiry,hop_capacity_release,21.74899997199998
130,8,2,8,1,3510,251,918.534295402,661864,6,920.816295346,ack,hop_completion,2.281999943999949
130,8,2,7,1,3159,242,897.149295402,639564,6,921.043295374,dack_expiry,hop_capacity_release,23.89399997199996
130,8,2,7,1,3199,246,900.776295402,643786,6,921.953295374,dack_expiry,hop_capacity_release,21.17699997200009
130,8,2,7,1,3197,245,900.776295402,643779,6,921.953295374,dack_expiry,hop_capacity_release,21.17699997200009
130,7,8,7,1,4451,241,902.596292498,646098,7,923.29229247,dack_expiry,hop_capacity_release,20.69599997199998
130,7,8,7,1,4309,233,880.925292498,622614,7,926.19729247,dack_expiry,hop_capacity_release,45.271999972
130,8,2,7,1,3233,247,905.560295402,648986,6,926.360295374,dack_expiry,hop_capacity_release,20.799999972000023
130,7,8,7,1,4479,242,907.146292498,651010,7,928.50529247,dack_expiry,hop_capacity_release,21.358999971999992
130,4,5,8,1,1758,225,919.490292472,662975,0,928.703000028,no_ack,hop_completion,9.212707556000055
130,7,8,7,1,4485,243,908.992292498,653093,7,929.80529247,dack_expiry,hop_capacity_release,20.812999972000057
130,7,8,7,1,4538,245,913.698292498,657735,7,934.21229247,dack_expiry,hop_capacity_release,20.513999971999965
130,7,8,7,1,4512,244,911.514292498,655662,7,935.01829247,dack_expiry,hop_capacity_release,23.503999971999974
130,7,8,7,1,4549,246,915.440292498,659196,7,936.55229247,dack_expiry,hop_capacity_release,21.111999972000035
130,4,5,7,1,1517,226,928.703000056,673329,0,937.235292444,ack,hop_completion,8.532292388000087
130,7,8,7,1,4631,250,928.505292498,672989,7,937.270000028,no_ack,hop_completion,8.76470753000001
130,8,2,7,1,3250,250,918.502295374,661600,6,939.386295374,dack_expiry,hop_capacity_release,20.884000000000015
130,7,8,7,1,4558,247,918.820292498,662122,7,939.47729247,dack_expiry,hop_capacity_release,20.656999971999994
130,4,5,4,1,3304,227,937.235292472,681595,0,940.108292444,ack,hop_completion,2.8729999720000023
130,8,2,7,1,3253,252,920.666295402,664098,6,941.297295374,dack_expiry,hop_capacity_release,20.63099997200004
130,8,2,7,1,3279,253,920.816295374,664502,6,941.895295374,dack_expiry,hop_capacity_release,21.079000000000065
130,8,2,7,1,3302,254,921.043295402,664841,6,942.337295374,dack_expiry,hop_capacity_release,21.293999971999938
130,8,2,7,1,3313,255,921.953295402,666132,6,943.039295374,dack_expiry,hop_capacity_release,21.085999971999968
130,8,2,8,1,3659,262,943.039295402,687131,6,943.605295346,ack,hop_completion,0.5659999440000547
130,8,2,8,1,3671,263,943.605295374,687774,6,944.112295346,ack,hop_completion,0.5069999720000169
130,7,8,7,1,4578,248,923.292292498,667543,7,944.17029247,dack_expiry,hop_capacity_release,20.877999971999998
130,8,2,7,1,3309,256,921.953295402,666139,6,944.443295374,dack_expiry,hop_capacity_release,22.489999971999964
130,4,5,8,1,1770,228,940.108292472,683772,0,945.633292444,ack,hop_completion,5.524999971999932
130,8,2,8,1,3678,265,944.443295402,688821,6,947.466295346,ack,hop_completion,3.0229999440000483
130,7,8,7,1,4607,249,926.197292498,670664,7,949.50029247,dack_expiry,hop_capacity_release,23.302999971999952
130,7,8,7,1,4637,251,929.805292498,674411,7,950.51429247,dack_expiry,hop_capacity_release,20.708999972000015
130,8,2,7,1,3359,257,926.360295402,670815,6,952.672295374,dack_expiry,hop_capacity_release,26.311999971999967
130,7,8,7,1,4649,252,934.212292498,679048,7,954.97329247,dack_expiry,hop_capacity_release,20.760999972000036
130,7,8,7,1,4660,253,935.018292498,679715,7,955.53229247,dack_expiry,hop_capacity_release,20.513999971999965
130,4,5,4,1,3341,231,948.129292472,693141,0,956.436292444,ack,hop_completion,8.306999971999971
130,7,8,7,1,4673,254,936.552292498,681030,7,957.17029247,dack_expiry,hop_capacity_release,20.617999972000007
130,4,5,4,1,3365,233,956.436292472,702343,1,957.658292444,ack,hop_completion,1.2219999720000487
130,4,5,4,1,3347,232,956.436292472,702336,1,957.658292444,ack,hop_completion,1.2219999720000487
130,4,5,8,1,1772,235,957.658292472,703548,1,960.375292444,ack,hop_completion,2.7169999720000533
130,7,8,7,1,4681,255,939.477292498,683335,6,960.42029247,dack_expiry,hop_capacity_release,20.942999972000052
130,4,5,4,1,3409,238,960.375292472,706634,2,962.039292444,ack,hop_completion,1.663999972000056
130,8,2,7,1,3371,259,941.297295402,685209,6,962.136295374,dack_expiry,hop_capacity_release,20.83899997200001
130,8,2,7,1,3370,258,939.386295402,683164,6,962.136295374,dack_expiry,hop_capacity_release,22.74999997200007
130,8,2,7,1,3415,261,942.337295402,686402,6,963.046295374,dack_expiry,hop_capacity_release,20.708999972000015
130,8,2,7,1,3400,260,941.895295402,685879,6,963.046295374,dack_expiry,hop_capacity_release,21.150999972000022
130,8,2,7,1,3436,264,944.112295374,688401,6,964.723295374,dack_expiry,hop_capacity_release,20.61099999999999
130,4,5,7,1,1551,243,963.638292472,710370,3,964.990292444,ack,hop_completion,1.3519999720000442
130,4,5,7,1,1543,242,962.572292472,709242,3,964.990292444,ack,hop_completion,2.417999972000075
130,7,8,7,1,4698,256,944.170292498,688622,6,965.23029247,dack_expiry,hop_capacity_release,21.059999972000014
130,4,5,4,1,3469,244,964.990292472,711408,4,965.601292444,ack,hop_completion,0.6109999720000587
130,4,5,7,1,1544,241,962.039292472,708523,3,967.174292444,ack,hop_completion,5.134999971999946
130,4,5,7,1,1572,247,965.601292472,712377,4,967.785292444,ack,hop_completion,2.183999972000038
130,8,2,7,1,3431,266,947.466295374,692418,6,968.389295374,dack_expiry,hop_capacity_release,20.923000000000002
130,7,8,7,1,4722,257,949.500292498,694699,6,970.32629247,dack_expiry,hop_capacity_release,20.825999971999977
130,4,5,4,1,3522,249,967.174292472,714148,5,970.801292444,ack,hop_completion,3.6269999719999078
130,4,5,7,1,1556,245,964.990292472,711415,4,970.801292444,ack,hop_completion,5.8109999719999905
130,7,8,7,1,4748,258,950.514292498,695843,6,971.23629247,dack_expiry,hop_capacity_release,20.721999971999935
130,4,5,8,1,1773,237,960.375292472,706627,2,972.149000028,no_ack,hop_completion,11.77370755600009
130,4,5,7,1,1573,252,970.801292472,718023,6,972.686292444,ack,hop_completion,1.884999971999946
130,4,5,4,1,3520,248,967.174292472,714141,5,972.686292444,ack,hop_completion,5.511999971999899
130,8,2,7,1,3442,267,952.672295402,698325,6,973.914295374,dack_expiry,hop_capacity_release,21.241999971999917
130,4,5,8,1,1889,254,970.801292472,718037,6,975.520292444,ack,hop_completion,4.718999972000006
130,7,8,7,1,4756,259,954.973292498,701045,6,975.63029247,dack_expiry,hop_capacity_release,20.656999971999994
130,7,8,7,1,4783,261,957.170292498,703197,6,978.49029247,dack_expiry,hop_capacity_release,21.319999972000005
130,4,5,7,1,1684,256,972.686292472,720193,6,979.888292444,ack,hop_completion,7.201999971999953
130,4,5,4,1,3486,246,964.990292472,711422,4,979.962000028,no_ack,hop_completion,14.97170755600007
130,7,8,7,1,4791,262,960.420292498,706800,6,981.32429247,dack_expiry,hop_capacity_release,20.903999972000065
130,4,5,8,1,1880,257,972.686292472,720200,6,981.539292444,ack,hop_completion,8.85299997200002
130,4,5,4,1,3547,253,970.801292472,718030,6,982.670292444,ack,hop_completion,11.868999971999983
130,4,5,7,1,1575,261,981.539292472,729765,5,984.087292444,ack,hop_completion,2.547999971999957
130,8,2,7,1,3513,269,962.136295402,708816,6,985.081295374,dack_expiry,hop_capacity_release,22.944999972000005
130,8,2,7,1,3474,268,962.136295402,708809,6,985.081295374,dack_expiry,hop_capacity_release,22.944999972000005
130,4,5,7,1,1714,263,984.087292472,732159,5,985.751292444,ack,hop_completion,1.663999972000056
130,4,5,7,1,1695,258,972.686292472,720207,6,985.751292444,ack,hop_completion,13.06499997200001
130,7,8,7,1,4807,263,965.230292498,712015,6,985.75729247,dack_expiry,hop_capacity_release,20.526999972
130,4,5,4,1,3718,264,985.751292472,733492,6,987.636292444,ack,hop_completion,1.884999971999946
130,4,5,8,1,1896,255,972.686292472,720186,6,987.636292444,ack,hop_completion,14.949999972
130,8,2,7,1,3514,272,964.723295402,711143,6,987.811295374,dack_expiry,hop_capacity_release,23.087999972000034
130,4,5,4,1,3733,266,985.751292472,733506,6,988.598292444,ack,hop_completion,2.846999971999935
130,8,2,7,1,3482,270,963.046295402,709764,6,988.877295374,dack_expiry,hop_capacity_release,25.830999971999972
130,4,5,4,1,3734,267,986.089292472,733887,6,989.170292444,ack,hop_completion,3.0809999719999723
130,8,2,7,1,3548,273,968.389295402,715682,6,989.904295374,dack_expiry,hop_capacity_release,21.51499997199994
130,4,5,4,1,3774,269,987.636292472,735304,6,990.782292444,ack,hop_completion,3.145999971999913
130,4,5,4,1,3770,268,987.636292472,735297,6,990.782292444,ack,hop_completion,3.145999971999913
130,7,8,7,1,4834,264,970.326292498,717506,6,990.86629247,dack_expiry,hop_capacity_release,20.53999997199992
130,4,5,7,1,1719,270,988.598292472,736218,6,991.783292444,ack,hop_completion,3.184999972000014
130,7,8,7,1,4867,265,971.236292498,718679,6,992.15329247,dack_expiry,hop_capacity_release,20.916999971999985
130,4,5,7,1,1710,262,982.670292472,730963,5,992.446292444,ack,hop_completion,9.775999972000022
130,8,2,7,1,3560,274,973.914295402,721682,6,994.948295374,dack_expiry,hop_capacity_release,21.03399997200006
130,4,5,7,1,1818,273,990.782292472,738771,7,995.306292444,ack,hop_completion,4.523999971999956
130,4,5,4,1,3837,276,991.783292472,740236,8,996.138292444,ack,hop_completion,4.354999971999973
130,4,5,7,1,1848,275,991.783292472,740229,8,996.138292444,ack,hop_completion,4.354999971999973
130,8,2,7,1,3599,276,985.081295402,732901,6,996.875000028,no_ack,hop_completion,11.793704626000022
130,4,5,7,1,1853,277,991.783292472,740243,8,997.009292444,ack,hop_completion,5.225999972000068
130,7,8,7,1,4896,267,978.490292498,726381,6,999.32929247,dack_expiry,hop_capacity_release,20.83899997200001
130,7,8,7,1,4779,260,955.532292498,701621,6,1001.32429247,dack_expiry,hop_capacity_release,45.7919999720001
130,7,8,7,1,4900,268,981.324292498,729554,6,1002.13729247,dack_expiry,hop_capacity_release,20.812999972000057
130,7,8,7,1,4909,269,985.757292498,733602,6,1006.33629247,dack_expiry,hop_capacity_release,20.57899997200002
130,4,5,7,1,1838,272,990.782292472,738764,7,1007.002000028,no_ack,hop_completion,16.219707556000003
130,4,5,7,1,1826,274,990.782292472,738778,7,1007.002000028,no_ack,hop_completion,16.219707556000003
130,8,2,7,1,3633,278,988.877295402,736671,6,1009.872295374,dack_expiry,hop_capacity_release,20.994999972000073
130,4,5,8,1,2170,284,998.348292472,747526,9,1010.321292444,ack,hop_completion,11.972999972000025
130,8,2,7,1,3645,279,989.904295402,737895,6,1012.706295374,dack_expiry,hop_capacity_release,22.801999971999976
130,8,2,7,1,3606,277,987.811295402,735583,6,1012.706295374,dack_expiry,hop_capacity_release,24.894999971999937
130,4,5,8,1,2159,281,996.138292472,745305,9,1013.116292444,ack,hop_completion,16.97799997200002
130,7,8,7,1,4910,270,990.866292498,739089,6,1013.52529247,dack_expiry,hop_capacity_release,22.658999971999947
130,4,5,8,1,2178,286,1011.881292472,762528,7,1014.260292444,ack,hop_completion,2.378999971999974
130,8,2,7,1,3532,271,963.046295402,709771,6,1014.948295374,dack_expiry,hop_capacity_release,51.901999972
130,7,8,7,1,4927,271,992.153292498,740765,6,1015.18929247,dack_expiry,hop_capacity_release,23.035999972000013
130,4,5,8,1,2179,285,1010.321292472,760863,7,1017.250292444,ack,hop_completion,6.928999972000042
130,4,5,7,1,1862,280,996.138292472,745298,9,1019.248000028,no_ack,hop_completion,23.10970755599999
130,7,8,7,1,4959,272,999.329292498,748951,6,1019.75229247,dack_expiry,hop_capacity_release,20.42299997200007
