seed,node,source,start_s,end_s,metric,value
130,7,7,4500,4800,app_nsdp_full,14944
130,7,7,4800,5100,app_admitted,56
130,7,7,4800,5100,app_nsdp_full,14944
130,7,7,5100,5400,app_admitted,54
130,7,7,5100,5400,app_nsdp_full,14946
130,7,7,5400,5700,app_admitted,53
130,7,7,5400,5700,app_nsdp_full,14947
130,7,7,5700,6000,app_admitted,56
130,7,7,5700,6000,app_nsdp_full,14944
130,7,7,600,900,app_admitted,103
130,7,7,600,900,app_nsdp_full,14897
130,7,7,900,1200,app_admitted,93
130,7,7,900,1200,app_nsdp_full,14907
130,7,7,1200,1500,app_admitted,84
130,7,7,1200,1500,app_nsdp_full,14916
130,7,7,1500,1800,app_admitted,81
130,7,7,1500,1800,app_nsdp_full,14919
130,7,7,1800,2100,app_admitted,82
130,7,7,1800,2100,app_nsdp_full,14918
130,7,7,2100,2400,app_admitted,85
130,7,7,2100,2400,app_nsdp_full,14915
130,7,7,2400,2700,app_admitted,86
130,7,7,2400,2700,app_nsdp_full,14914
130,7,7,2700,3000,app_admitted,70
130,7,7,2700,3000,app_nsdp_full,14930
130,8,7,300,600,completion_count,76
130,8,7,300,600,hop_admission:admitted,76
130,8,7,300,600,hop_capacity_release:dack_expiry,50
130,8,7,300,600,hop_completion:ack,17
130,8,7,300,600,hop_completion:dack,55
130,8,7,300,600,hop_completion:no_ack,4
130,8,7,300,600,hop_feedback:ack,28
130,8,7,300,600,hop_feedback:dack,98
130,8,7,300,600,nwk_admission:admitted,76
130,8,7,300,600,nwk_admission:neighbor_flow_full,14158
130,8,7,300,600,nwk_enqueue:relay,126
130,8,7,300,600,nwk_forward:relay,76
130,8,7,300,600,nwk_nsdp_release:hop_feedback,76
130,8,7,300,600,queue_wait_count,76
130,8,7,300,600,queue_wait_sum_s,5712.775704316
130,8,7,300,600,resend_count_sum,24
130,8,7,3000,3300,completion_count,54
130,8,7,3000,3300,hop_admission:admitted,53
130,8,7,3000,3300,hop_capacity_release:dack_expiry,23
130,8,7,3000,3300,hop_completion:ack,25
130,8,7,3000,3300,hop_completion:dack,27
130,8,7,3000,3300,hop_completion:no_ack,2
130,8,7,3000,3300,hop_feedback:dack,56
130,8,7,3000,3300,nwk_admission:admitted,53
130,8,7,3000,3300,nwk_admission:neighbor_flow_full,82496
130,8,7,3000,3300,nwk_enqueue:relay,56
130,8,7,3000,3300,nwk_forward:relay,53
130,8,7,3000,3300,nwk_nsdp_release:hop_feedback,54
130,8,7,3000,3300,queue_wait_count,53
130,8,7,3000,3300,queue_wait_sum_s,65410.088595984016
130,8,7,3000,3300,resend_count_sum,26
130,8,7,3300,3600,completion_count,66
130,8,7,3300,3600,hop_admission:admitted,67
130,8,7,3300,3600,hop_capacity_release:dack_expiry,67
130,8,7,3300,3600,hop_completion:dack,66
130,8,7,3300,3600,hop_feedback:dack,55
130,8,7,3300,3600,nwk_admission:admitted,67
130,8,7,3300,3600,nwk_admission:neighbor_flow_full,117904
130,8,7,3300,3600,nwk_enqueue:relay,55
130,8,7,3300,3600,nwk_forward:relay,67
130,8,7,3300,3600,nwk_nsdp_release:hop_feedback,66
130,8,7,3300,3600,queue_wait_count,67
130,8,7,3300,3600,queue_wait_sum_s,87155.74235818004
130,8,7,3300,3600,resend_count_sum,18
130,8,7,3600,3900,completion_count,49
130,8,7,3600,3900,hop_admission:admitted,48
130,8,7,3600,3900,hop_capacity_release:dack_expiry,48
130,8,7,3600,3900,hop_completion:dack,47
130,8,7,3600,3900,hop_completion:no_ack,2
130,8,7,3600,3900,hop_feedback:dack,57
130,8,7,3600,3900,nwk_admission:admitted,48
130,8,7,3600,3900,nwk_admission:neighbor_flow_full,93116
130,8,7,3600,3900,nwk_enqueue:relay,57
130,8,7,3600,3900,nwk_forward:relay,48
130,8,7,3600,3900,nwk_nsdp_release:hop_feedback,49
130,8,7,3600,3900,queue_wait_count,48
130,8,7,3600,3900,queue_wait_sum_s,66500.33318202398
130,8,7,3600,3900,resend_count_sum,16
130,8,7,3900,4200,completion_count,40
130,8,7,3900,4200,hop_admission:admitted,40
130,8,7,3900,4200,hop_capacity_release:dack_expiry,40
130,8,7,3900,4200,hop_completion:dack,40
130,8,7,3900,4200,hop_feedback:dack,56
130,8,7,3900,4200,nwk_admission:admitted,40
130,8,7,3900,4200,nwk_admission:neighbor_flow_full,72437
130,8,7,3900,4200,nwk_enqueue:relay,56
130,8,7,3900,4200,nwk_forward:relay,40
130,8,7,3900,4200,nwk_nsdp_release:hop_feedback,40
130,8,7,3900,4200,queue_wait_count,40
130,8,7,3900,4200,queue_wait_sum_s,61503.488318400014
130,8,7,3900,4200,resend_count_sum,7
130,8,7,4200,4500,completion_count,44
130,8,7,4200,4500,hop_admission:admitted,45
130,8,7,4200,4500,hop_capacity_release:dack_expiry,35
130,8,7,4200,4500,hop_completion:ack,9
130,8,7,4200,4500,hop_completion:dack,34
130,8,7,4200,4500,hop_completion:no_ack,1
130,8,7,4200,4500,hop_feedback:dack,56
130,8,7,4200,4500,nwk_admission:admitted,45
130,8,7,4200,4500,nwk_admission:neighbor_flow_full,79253
130,8,7,4200,4500,nwk_enqueue:relay,56
130,8,7,4200,4500,nwk_forward:relay,45
130,8,7,4200,4500,nwk_nsdp_release:hop_feedback,44
130,8,7,4200,4500,queue_wait_count,45
130,8,7,4200,4500,queue_wait_sum_s,76570.36573292
130,8,7,4200,4500,resend_count_sum,11
130,8,7,4500,4800,completion_count,47
130,8,7,4500,4800,hop_admission:admitted,46
130,8,7,4500,4800,hop_capacity_release:dack_expiry,25
130,8,7,4500,4800,hop_completion:ack,20
130,8,7,4500,4800,hop_completion:dack,25
130,8,7,4500,4800,hop_completion:no_ack,2
130,8,7,4500,4800,hop_feedback:dack,56
130,8,7,4500,4800,nwk_admission:admitted,46
130,8,7,4500,4800,nwk_admission:neighbor_flow_full,71739
130,8,7,4500,4800,nwk_enqueue:relay,56
130,8,7,4500,4800,nwk_forward:relay,46
130,8,7,4500,4800,nwk_nsdp_release:hop_feedback,47
130,8,7,4500,4800,queue_wait_count,46
130,8,7,4500,4800,queue_wait_sum_s,83514.33121557199
130,8,7,4500,4800,resend_count_sum,14
130,8,7,4800,5100,completion_count,44
130,8,7,4800,5100,hop_admission:admitted,44
130,8,7,4800,5100,hop_capacity_release:dack_expiry,31
130,8,7,4800,5100,hop_completion:ack,12
130,8,7,4800,5100,hop_completion:dack,32
130,8,7,4800,5100,hop_feedback:dack,56
130,8,7,4800,5100,nwk_admission:admitted,44
130,8,7,4800,5100,nwk_admission:neighbor_flow_full,75396
130,8,7,4800,5100,nwk_enqueue:relay,56
130,8,7,4800,5100,nwk_forward:relay,44
130,8,7,4800,5100,nwk_nsdp_release:hop_feedback,44
130,8,7,4800,5100,queue_wait_count,44
130,8,7,4800,5100,queue_wait_sum_s,83122.41024987597
130,8,7,4800,5100,resend_count_sum,16
130,8,7,5100,5400,completion_count,71
130,8,7,5100,5400,hop_admission:admitted,71
130,8,7,5100,5400,hop_capacity_release:dack_expiry,65
130,8,7,5100,5400,hop_completion:ack,4
130,8,7,5100,5400,hop_completion:dack,67
130,8,7,5100,5400,hop_feedback:dack,54
130,8,7,5100,5400,nwk_admission:admitted,71
130,8,7,5100,5400,nwk_admission:neighbor_flow_full,129964
130,8,7,5100,5400,nwk_enqueue:relay,54
130,8,7,5100,5400,nwk_forward:relay,71
130,8,7,5100,5400,nwk_nsdp_release:hop_feedback,71
130,8,7,5100,5400,queue_wait_count,71
130,8,7,5100,5400,queue_wait_sum_s,134160.336289768
130,8,7,5100,5400,resend_count_sum,10
130,8,7,5400,5700,completion_count,68
130,8,7,5400,5700,hop_admission:admitted,68
130,8,7,5400,5700,hop_capacity_release:dack_expiry,68
130,8,7,5400,5700,hop_completion:dack,68
130,8,7,5400,5700,hop_feedback:dack,53
130,8,7,5400,5700,nwk_admission:admitted,68
130,8,7,5400,5700,nwk_admission:neighbor_flow_full,116173
130,8,7,5400,5700,nwk_enqueue:relay,53
130,8,7,5400,5700,nwk_forward:relay,68
130,8,7,5400,5700,nwk_nsdp_release:hop_feedback,68
130,8,7,5400,5700,queue_wait_count,68
130,8,7,5400,5700,queue_wait_sum_s,123714.32384119599
130,8,7,5400,5700,resend_count_sum,17
130,8,7,5700,6000,completion_count,66
130,8,7,5700,6000,hop_admission:admitted,66
130,8,7,5700,6000,hop_capacity_release:dack_expiry,66
130,8,7,5700,6000,hop_completion:dack,65
130,8,7,5700,6000,hop_completion:no_ack,1
130,8,7,5700,6000,hop_feedback:dack,56
130,8,7,5700,6000,nwk_admission:admitted,66
130,8,7,5700,6000,nwk_admission:neighbor_flow_full,115792
130,8,7,5700,6000,nwk_enqueue:relay,56
130,8,7,5700,6000,nwk_forward:relay,66
130,8,7,5700,6000,nwk_nsdp_release:hop_feedback,66
130,8,7,5700,6000,queue_wait_count,66
130,8,7,5700,6000,queue_wait_sum_s,115944.07587536001
130,8,7,5700,6000,resend_count_sum,21
130,8,7,600,900,completion_count,74
130,8,7,600,900,hop_admission:admitted,76
130,8,7,600,900,hop_capacity_release:dack_expiry,74
130,8,7,600,900,hop_completion:dack,74
130,8,7,600,900,hop_feedback:dack,103
130,8,7,600,900,nwk_admission:admitted,76
130,8,7,600,900,nwk_admission:neighbor_flow_full,28262
130,8,7,600,900,nwk_enqueue:relay,103
130,8,7,600,900,nwk_forward:relay,76
130,8,7,600,900,nwk_nsdp_release:hop_feedback,74
130,8,7,600,900,queue_wait_count,76
130,8,7,600,900,queue_wait_sum_s,14772.035704568003
130,8,7,600,900,resend_count_sum,17
130,8,7,900,1200,completion_count,81
130,8,7,900,1200,hop_admission:admitted,79
130,8,7,900,1200,hop_capacity_release:dack_expiry,79
130,8,7,900,1200,hop_completion:dack,80
130,8,7,900,1200,hop_completion:no_ack,1
130,8,7,900,1200,hop_feedback:dack,92
130,8,7,900,1200,nwk_admission:admitted,79
130,8,7,900,1200,nwk_admission:neighbor_flow_full,34461
130,8,7,900,1200,nwk_enqueue:relay,92
130,8,7,900,1200,nwk_forward:relay,79
130,8,7,900,1200,nwk_nsdp_release:hop_feedback,81
130,8,7,900,1200,queue_wait_count,79
130,8,7,900,1200,queue_wait_sum_s,20166.552153588
130,8,7,900,1200,resend_count_sum,27
130,8,7,1200,1500,completion_count,72
130,8,7,1200,1500,hop_admission:admitted,72
130,8,7,1200,1500,hop_capacity_release:dack_expiry,72
130,8,7,1200,1500,hop_completion:dack,72
130,8,7,1200,1500,hop_feedback:dack,83
130,8,7,1200,1500,nwk_admission:admitted,72
130,8,7,1200,1500,nwk_admission:neighbor_flow_full,41080
130,8,7,1200,1500,nwk_enqueue:relay,83
130,8,7,1200,1500,nwk_forward:relay,72
130,8,7,1200,1500,nwk_nsdp_release:hop_feedback,72
130,8,7,1200,1500,queue_wait_count,72
130,8,7,1200,1500,queue_wait_sum_s,23893.707772924
130,8,7,1200,1500,resend_count_sum,26
130,8,7,1500,1800,completion_count,61
130,8,7,1500,1800,hop_admission:admitted,61
130,8,7,1500,1800,hop_capacity_release:dack_expiry,61
130,8,7,1500,1800,hop_completion:dack,59
130,8,7,1500,1800,hop_completion:no_ack,2
130,8,7,1500,1800,hop_feedback:dack,81
130,8,7,1500,1800,nwk_admission:admitted,61
130,8,7,1500,1800,nwk_admission:neighbor_flow_full,39629
130,8,7,1500,1800,nwk_enqueue:relay,81
130,8,7,1500,1800,nwk_forward:relay,61
130,8,7,1500,1800,nwk_nsdp_release:hop_feedback,61
130,8,7,1500,1800,queue_wait_count,61
130,8,7,1500,1800,queue_wait_sum_s,23912.51846039199
130,8,7,1500,1800,resend_count_sum,16
130,8,7,1800,2100,completion_count,49
130,8,7,1800,2100,hop_admission:admitted,49
130,8,7,1800,2100,hop_capacity_release:dack_expiry,49
130,8,7,1800,2100,hop_completion:dack,49
130,8,7,1800,2100,hop_feedback:dack,82
130,8,7,1800,2100,nwk_admission:admitted,49
130,8,7,1800,2100,nwk_admission:neighbor_flow_full,46585
130,8,7,1800,2100,nwk_enqueue:relay,82
130,8,7,1800,2100,nwk_forward:relay,49
130,8,7,1800,2100,nwk_nsdp_release:hop_feedback,49
130,8,7,1800,2100,queue_wait_count,49
130,8,7,1800,2100,queue_wait_sum_s,24911.652664928006
130,8,7,1800,2100,resend_count_sum,16
130,8,7,2100,2400,completion_count,44
130,8,7,2100,2400,hop_admission:admitted,45
130,8,7,2100,2400,hop_capacity_release:dack_expiry,46
130,8,7,2100,2400,hop_completion:dack,44
130,8,7,2100,2400,hop_feedback:dack,86
130,8,7,2100,2400,nwk_admission:admitted,45
130,8,7,2100,2400,nwk_admission:neighbor_flow_full,58113
130,8,7,2100,2400,nwk_enqueue:relay,86
130,8,7,2100,2400,nwk_forward:relay,45
130,8,7,2100,2400,nwk_nsdp_release:hop_feedback,44
130,8,7,2100,2400,queue_wait_count,45
130,8,7,2100,2400,queue_wait_sum_s,28190.479733116
130,8,7,2100,2400,resend_count_sum,8
130,8,7,2400,2700,completion_count,20
130,8,7,2400,2700,hop_admission:admitted,19
130,8,7,2400,2700,hop_capacity_release:dack_expiry,19
130,8,7,2400,2700,hop_completion:dack,18
130,8,7,2400,2700,hop_completion:no_ack,2
130,8,7,2400,2700,hop_feedback:dack,85
130,8,7,2400,2700,nwk_admission:admitted,19
130,8,7,2400,2700,nwk_admission:neighbor_flow_full,38903
130,8,7,2400,2700,nwk_enqueue:relay,85
130,8,7,2400,2700,nwk_forward:relay,19
130,8,7,2400,2700,nwk_nsdp_release:hop_feedback,20
130,8,7,2400,2700,queue_wait_count,19
130,8,7,2400,2700,queue_wait_sum_s,14892.934176240002
130,8,7,2400,2700,resend_count_sum,9
130,8,7,2700,3000,completion_count,17
130,8,7,2700,3000,hop_admission:admitted,18
130,8,7,2700,3000,hop_capacity_release:dack_expiry,13
130,8,7,2700,3000,hop_completion:ack,4
130,8,7,2700,3000,hop_completion:dack,13
130,8,7,2700,3000,hop_feedback:dack,68
130,8,7,2700,3000,nwk_admission:admitted,18
130,8,7,2700,3000,nwk_admission:neighbor_flow_full,44506
130,8,7,2700,3000,nwk_enqueue:relay,68
130,8,7,2700,3000,nwk_forward:relay,18
130,8,7,2700,3000,nwk_nsdp_release:hop_feedback,17
130,8,7,2700,3000,queue_wait_count,18
130,8,7,2700,3000,queue_wait_sum_s,19323.73169314
130,8,7,2700,3000,resend_count_sum,6
130,8,8,300,600,app_admitted,69
130,8,8,300,600,app_nsdp_full,14931
130,8,8,300,600,completion_count,53
130,8,8,300,600,hop_admission:admitted,53
130,8,8,300,600,hop_capacity_release:dack_expiry,35
130,8,8,300,600,hop_completion:ack,17
130,8,8,300,600,hop_completion:dack,35
130,8,8,300,600,hop_completion:no_ack,1
130,8,8,300,600,nwk_admission:admitted,53
130,8,8,300,600,nwk_admission:neighbor_flow_full,7619
130,8,8,300,600,nwk_enqueue:local,69
130,8,8,300,600,nwk_forward:local,53
130,8,8,300,600,nwk_nsdp_release:hop_feedback,53
130,8,8,300,600,queue_wait_count,53
130,8,8,300,600,queue_wait_sum_s,2836.501360372001
130,8,8,300,600,resend_count_sum,16
130,8,8,3000,3300,app_admitted,7
130,8,8,3000,3300,app_nsdp_full,14993
130,8,8,3000,3300,completion_count,7
130,8,8,3000,3300,hop_admission:admitted,7
130,8,8,3000,3300,hop_completion:ack,7
130,8,8,3000,3300,nwk_admission:admitted,7
130,8,8,3000,3300,nwk_admission:neighbor_flow_full,4152
130,8,8,3000,3300,nwk_enqueue:local,7
130,8,8,3000,3300,nwk_forward:local,7
130,8,8,3000,3300,nwk_nsdp_release:hop_feedback,7
130,8,8,3000,3300,queue_wait_count,7
130,8,8,3000,3300,queue_wait_sum_s,8782.186067674
130,8,8,3000,3300,resend_count_sum,3
130,8,8,3300,3600,app_admitted,6
130,8,8,3300,3600,app_nsdp_full,14994
130,8,8,3300,3600,completion_count,6
130,8,8,3300,3600,hop_admission:admitted,6
130,8,8,3300,3600,hop_completion:ack,6
130,8,8,3300,3600,nwk_admission:admitted,6
130,8,8,3300,3600,nwk_admission:neighbor_flow_full,6085
130,8,8,3300,3600,nwk_enqueue:local,6
130,8,8,3300,3600,nwk_forward:local,6
130,8,8,3300,3600,nwk_nsdp_release:hop_feedback,6
130,8,8,3300,3600,queue_wait_count,6
130,8,8,3300,3600,queue_wait_sum_s,7828.197772383999
130,8,8,3300,3600,resend_count_sum,3
130,8,8,3600,3900,app_admitted,3
130,8,8,3600,3900,app_nsdp_full,14997
130,8,8,3600,3900,completion_count,3
130,8,8,3600,3900,hop_admission:admitted,3
130,8,8,3600,3900,hop_completion:ack,3
130,8,8,3600,3900,nwk_admission:admitted,3
130,8,8,3600,3900,nwk_admission:neighbor_flow_full,4889
130,8,8,3600,3900,nwk_enqueue:local,3
130,8,8,3600,3900,nwk_forward:local,3
130,8,8,3600,3900,nwk_nsdp_release:hop_feedback,3
130,8,8,3600,3900,queue_wait_count,3
130,8,8,3600,3900,queue_wait_sum_s,4072.7118861779995
130,8,8,3600,3900,resend_count_sum,0
130,8,8,3900,4200,app_nsdp_full,15000
130,8,8,3900,4200,nwk_admission:neighbor_flow_full,3648
130,8,8,4200,4500,app_nsdp_full,15000
130,8,8,4200,4500,nwk_admission:neighbor_flow_full,3808
130,8,8,4500,4800,app_nsdp_full,15000
130,8,8,4500,4800,nwk_admission:neighbor_flow_full,3360
130,8,8,4800,5100,app_nsdp_full,15000
130,8,8,4800,5100,nwk_admission:neighbor_flow_full,3424
130,8,8,5100,5400,app_admitted,12
130,8,8,5100,5400,app_nsdp_full,14988
130,8,8,5100,5400,completion_count,12
130,8,8,5100,5400,hop_admission:admitted,12
130,8,8,5100,5400,hop_completion:ack,12
130,8,8,5100,5400,nwk_admission:admitted,12
130,8,8,5100,5400,nwk_admission:neighbor_flow_full,5854
130,8,8,5100,5400,nwk_enqueue:local,12
130,8,8,5100,5400,nwk_forward:local,12
130,8,8,5100,5400,nwk_nsdp_release:hop_feedback,12
130,8,8,5100,5400,queue_wait_count,12
130,8,8,5100,5400,queue_wait_sum_s,22807.771544712003
130,8,8,5100,5400,resend_count_sum,5
130,8,8,5400,5700,app_admitted,4
130,8,8,5400,5700,app_nsdp_full,14996
130,8,8,5400,5700,completion_count,4
130,8,8,5400,5700,hop_admission:admitted,4
130,8,8,5400,5700,hop_completion:ack,4
130,8,8,5400,5700,nwk_admission:admitted,4
130,8,8,5400,5700,nwk_admission:neighbor_flow_full,5515
130,8,8,5400,5700,nwk_enqueue:local,4
130,8,8,5400,5700,nwk_forward:local,4
130,8,8,5400,5700,nwk_nsdp_release:hop_feedback,4
130,8,8,5400,5700,queue_wait_count,4
130,8,8,5400,5700,queue_wait_sum_s,7336.154181580001
130,8,8,5400,5700,resend_count_sum,4
130,8,8,5700,6000,app_nsdp_full,15000
130,8,8,5700,6000,nwk_admission:neighbor_flow_full,5744
130,8,8,600,900,app_admitted,26
130,8,8,600,900,app_nsdp_full,14974
130,8,8,600,900,completion_count,26
130,8,8,600,900,hop_admission:admitted,26
130,8,8,600,900,hop_capacity_release:dack_expiry,4
130,8,8,600,900,hop_completion:ack,22
130,8,8,600,900,hop_completion:dack,4
130,8,8,600,900,nwk_admission:admitted,26
130,8,8,600,900,nwk_admission:neighbor_flow_full,6649
130,8,8,600,900,nwk_enqueue:local,26
130,8,8,600,900,nwk_forward:local,26
130,8,8,600,900,nwk_nsdp_release:hop_feedback,26
130,8,8,600,900,queue_wait_count,26
130,8,8,600,900,queue_wait_sum_s,4714.201680171999
130,8,8,600,900,resend_count_sum,9
130,8,8,900,1200,app_admitted,16
130,8,8,900,1200,app_nsdp_full,14984
130,8,8,900,1200,completion_count,16
130,8,8,900,1200,hop_admission:admitted,16
130,8,8,900,1200,hop_completion:ack,16
130,8,8,900,1200,nwk_admission:admitted,16
130,8,8,900,1200,nwk_admission:neighbor_flow_full,6533
130,8,8,900,1200,nwk_enqueue:local,16
130,8,8,900,1200,nwk_forward:local,16
130,8,8,900,1200,nwk_nsdp_release:hop_feedback,16
130,8,8,900,1200,queue_wait_count,16
130,8,8,900,1200,queue_wait_sum_s,4094.7247262359997
130,8,8,900,1200,resend_count_sum,3
130,8,8,1200,1500,app_admitted,13
130,8,8,1200,1500,app_nsdp_full,14987
130,8,8,1200,1500,completion_count,13
130,8,8,1200,1500,hop_admission:admitted,13
130,8,8,1200,1500,hop_completion:ack,13
130,8,8,1200,1500,nwk_admission:admitted,13
130,8,8,1200,1500,nwk_admission:neighbor_flow_full,6717
130,8,8,1200,1500,nwk_enqueue:local,13
130,8,8,1200,1500,nwk_forward:local,13
130,8,8,1200,1500,nwk_nsdp_release:hop_feedback,13
130,8,8,1200,1500,queue_wait_count,13
130,8,8,1200,1500,queue_wait_sum_s,4323.034840058
130,8,8,1200,1500,resend_count_sum,5
130,8,8,1500,1800,app_admitted,9
130,8,8,1500,1800,app_nsdp_full,14991
130,8,8,1500,1800,completion_count,9
130,8,8,1500,1800,hop_admission:admitted,9
130,8,8,1500,1800,hop_completion:ack,9
130,8,8,1500,1800,nwk_admission:admitted,9
130,8,8,1500,1800,nwk_admission:neighbor_flow_full,5887
130,8,8,1500,1800,nwk_enqueue:local,9
130,8,8,1500,1800,nwk_forward:local,9
130,8,8,1500,1800,nwk_nsdp_release:hop_feedback,9
130,8,8,1500,1800,queue_wait_count,9
130,8,8,1500,1800,queue_wait_sum_s,3415.555658534
130,8,8,1500,1800,resend_count_sum,0
130,8,8,1800,2100,app_admitted,8
130,8,8,1800,2100,app_nsdp_full,14992
130,8,8,1800,2100,completion_count,8
130,8,8,1800,2100,hop_admission:admitted,8
130,8,8,1800,2100,hop_completion:ack,8
130,8,8,1800,2100,nwk_admission:admitted,8
130,8,8,1800,2100,nwk_admission:neighbor_flow_full,5405
130,8,8,1800,2100,nwk_enqueue:local,8
130,8,8,1800,2100,nwk_forward:local,8
130,8,8,1800,2100,nwk_nsdp_release:hop_feedback,8
130,8,8,1800,2100,queue_wait_count,8
130,8,8,1800,2100,queue_wait_sum_s,4172.780363104001
130,8,8,1800,2100,resend_count_sum,2
130,8,8,2100,2400,app_admitted,8
130,8,8,2100,2400,app_nsdp_full,14992
130,8,8,2100,2400,completion_count,8
130,8,8,2100,2400,hop_admission:admitted,8
130,8,8,2100,2400,hop_completion:ack,7
130,8,8,2100,2400,hop_completion:no_ack,1
130,8,8,2100,2400,nwk_admission:admitted,8
130,8,8,2100,2400,nwk_admission:neighbor_flow_full,5352
130,8,8,2100,2400,nwk_enqueue:local,8
130,8,8,2100,2400,nwk_forward:local,8
130,8,8,2100,2400,nwk_nsdp_release:hop_feedback,8
130,8,8,2100,2400,queue_wait_count,8
130,8,8,2100,2400,queue_wait_sum_s,4961.0473631039995
130,8,8,2100,2400,resend_count_sum,3
130,8,8,2400,2700,app_nsdp_full,15000
130,8,8,2400,2700,nwk_admission:neighbor_flow_full,2784
130,8,8,2700,3000,app_nsdp_full,15000
130,8,8,2700,3000,nwk_admission:neighbor_flow_full,2464
