case,order,time_ns,event,node,peer,app_source,app_id,hop_seq,ack_bits,dack_bits,mac_state,ack_queue,data_queue,prep,counter,opportunity,advertised,hop_pending,neighbor_outstanding,neighbor_threshold,resend_queue,admitted,rate_kbps,power_dbm
track,101,460000000,blocked,2,1,2,2,0,0,0,1,0,0,0,0,3,7,1,1,0,1,1,0,0
track,102,460000000,offer,3,1,3,2,0,0,0,1,0,0,0,0,9,1,1,1,0,1,1,0,0
track,103,460000000,blocked,3,1,3,2,0,0,0,1,0,0,0,0,9,1,1,1,0,1,1,0,0
track,104,480000000,offer,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,105,480000000,blocked,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,106,480000000,offer,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,107,480000000,blocked,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,108,500000000,offer,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,109,500000000,blocked,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,110,500000000,offer,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,111,500000000,blocked,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,112,520000000,offer,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,113,520000000,blocked,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,114,520000000,offer,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,115,520000000,blocked,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,116,540000000,offer,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,117,540000000,blocked,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,118,540000000,offer,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,119,540000000,blocked,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,120,560000000,offer,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,121,560000000,blocked,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,122,560000000,offer,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,123,560000000,blocked,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,124,580000000,offer,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,125,580000000,blocked,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,126,580000000,offer,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,127,580000000,blocked,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,128,600000000,offer,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,129,600000000,blocked,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,130,600000000,offer,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,131,600000000,blocked,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,132,620000000,offer,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,133,620000000,blocked,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,134,620000000,offer,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,135,620000000,blocked,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,136,640000000,offer,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,137,640000000,blocked,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,138,640000000,offer,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,139,640000000,blocked,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,140,650000000,busy,1,0,0,0,0,0,0,1,2,0,1,2,-1,-1,0,0,0,0,0,0,0
track,141,660000000,offer,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,142,660000000,blocked,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,143,660000000,offer,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,144,660000000,blocked,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,145,680000000,offer,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,146,680000000,blocked,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,147,680000000,offer,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,148,680000000,blocked,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,149,700000000,offer,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,150,700000000,blocked,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,151,700000000,offer,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,152,700000000,blocked,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,153,711501000,tx_start,1,2,0,0,1,1,0,3,2,0,0,1,2,1,0,0,0,0,0,128,33
track,154,711501000,tx_start,1,3,0,0,1,1,0,3,2,0,0,1,2,1,0,0,0,0,0,128,33
track,155,720000000,offer,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,156,720000000,blocked,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,1,1,0,1,1,0,0
track,157,720000000,offer,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,158,720000000,blocked,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,1,1,0,1,1,0,0
track,159,736042000,ingress_before,2,1,0,0,1,1,0,1,0,0,0,-1,3,7,1,1,0,1,1,128,33
track,160,736042000,release,2,1,2,0,0,0,0,1,0,0,0,-1,3,7,0,0,0,1,1,0,0
track,161,736042000,ingress_after,2,1,0,0,1,1,0,1,0,0,0,-1,3,7,0,0,0,0,1,128,33
track,162,736042000,ingress_before,3,1,0,0,1,1,0,1,0,0,0,-1,9,1,1,1,0,1,1,128,33
track,163,736042000,release,3,1,3,0,0,0,0,1,0,0,0,-1,9,1,0,0,0,1,1,0,0
track,164,736042000,ingress_after,3,1,0,0,1,1,0,1,0,0,0,-1,9,1,0,0,0,0,1,128,33
track,165,736042028,wake,2,1,0,0,0,0,0,1,0,0,0,-1,3,7,0,0,0,0,1,0,0
track,166,736042028,offer,2,1,2,2,0,0,0,1,0,0,0,-1,3,7,0,0,0,0,1,0,0
track,167,736042028,admit,2,1,2,2,2,0,0,1,0,1,0,-1,3,7,1,1,0,1,2,128,33
track,168,736042028,wake,3,1,0,0,0,0,0,1,0,0,0,-1,9,1,0,0,0,0,1,0,0
track,169,736042028,offer,3,1,3,2,0,0,0,1,0,0,0,-1,9,1,0,0,0,0,1,0,0
track,170,736042028,admit,3,1,3,2,2,0,0,1,0,1,0,-1,9,1,1,1,0,1,2,128,33
track,171,740000000,offer,2,1,2,3,0,0,0,1,0,1,0,-1,3,7,1,1,0,1,2,0,0
track,172,740000000,blocked,2,1,2,3,0,0,0,1,0,1,0,-1,3,7,1,1,0,1,2,0,0
track,173,740000000,offer,3,1,3,3,0,0,0,1,0,1,0,-1,9,1,1,1,0,1,2,0,0
track,174,740000000,blocked,3,1,3,3,0,0,0,1,0,1,0,-1,9,1,1,1,0,1,2,0,0
track,175,750501000,tx_start,1,2,0,0,1,1,0,3,2,0,0,1,1,1,0,0,0,0,0,128,33
track,176,750501000,tx_start,1,3,0,0,1,1,0,3,2,0,0,1,1,1,0,0,0,0,0,128,33
track,177,760000000,offer,2,1,2,3,0,0,0,1,0,1,1,2,3,7,1,1,0,1,2,0,0
track,178,760000000,blocked,2,1,2,3,0,0,0,1,0,1,1,2,3,7,1,1,0,1,2,0,0
track,179,760000000,offer,3,1,3,3,0,0,0,1,0,1,1,8,9,1,1,1,0,1,2,0,0
track,180,760000000,blocked,3,1,3,3,0,0,0,1,0,1,1,8,9,1,1,1,0,1,2,0,0
