seed,node,source,destination,app_sequence,origin,ingress_peer,enqueue_event,identity_ordinal,same_app_nsdp_owners_before_enqueue,same_app_waiting_before_enqueue,forward_event,hop_admission_event,next_hop,hop_sequence,nsdp_release_event,completion_event,completion_reason,completion_resend_count,capacity_release_event,receiver_feedback_event,receiver_feedback_reason,ingress_hop_sequence,ingress_previous_feedback_event,ingress_previous_feedback_reason,ingress_same_hop_replay,enqueue_s,forward_s,hop_admission_s,completion_s,capacity_release_s,app_unique_delivered_by_stop,app_destination_delivery_events,app_first_delivery_event,app_first_delivery_s,status_at_stop
130,7,7,1,7969,local,,1287349,1,0,0,1357324,1357326,8,429,1357898,1357899,dack,0,1379471,,,,,,,1484.2,1545.550292498,1545.550292498,1546.246292442,1566.24629247,True,1,2784194,2897.931811086,released
130,3,3,1,7971,local,,1287581,1,0,0,1287589,1287591,1,1781,1298860,1298861,ack,0,1298861,,,,,,,1484.5,1484.500000028,1484.500000028,1494.457108077,1494.457108077,True,1,1298669,1494.334808077,released
130,3,3,1,7973,local,,1288492,1,0,0,1288500,1288502,1,1782,1299714,1299715,ack,0,1299715,,,,,,,1485.26,1485.260000028,1485.260000028,1495.393108077,1495.393108077,True,1,1299457,1495.166808077,released
130,5,7,1,2917,relay,4,1288663,1,0,0,1293641,1293643,1,775,1303264,1303265,ack,0,1303265,1288664,ack,398,,,False,1485.507812444,1489.426111114,1489.426111114,1499.176111086,1499.176111086,True,1,1302513,1498.377811086,released
130,3,3,1,7976,local,,1289052,1,0,0,1289060,1289062,1,1783,1300207,1300208,ack,0,1300208,,,,,,,1485.86,1485.860000028,1485.860000028,1495.822108077,1495.822108077,True,1,1300130,1495.686808077,released
130,8,7,1,7659,relay,7,1289638,1,0,0,1896147,1896149,2,538,1899316,1899317,dack,1,1920301,1289640,dack,414,,,False,1486.378812442,2022.338295402,2022.338295402,2025.634295346,2045.634295374,False,0,,,released
130,4,8,1,4620,relay,2,1289874,1,0,0,1795593,1795595,5,540,1803339,1803340,ack,1,1803340,1289876,dack,446,,,False,1486.573813632,1932.6122925,1932.6122925,1937.988292444,1937.988292444,True,1,1864771,1993.261811086,released
130,3,3,1,7981,local,,1290055,1,0,0,1290063,1290065,1,1784,1300959,1300960,ack,0,1300960,,,,,,,1486.6,1486.600000028,1486.600000028,1496.992108077,1496.992108077,True,1,1300380,1496.141808077,released
130,3,3,1,7982,local,,1290085,1,0,0,1290093,1290095,1,1785,1300956,1300957,ack,0,1300957,,,,,,,1486.62,1486.620000028,1486.620000028,1496.992108077,1496.992108077,True,1,1300497,1496.401808077,released
130,7,7,1,7983,local,,1290399,1,0,0,1362216,1362218,8,430,1365487,1365488,dack,1,1387651,,,,,,,1486.8,1550.932292498,1550.932292498,1554.176292442,1574.17629247,True,1,2756824,2868.278811086,released
130,4,7,1,4309,relay,2,1290800,1,0,0,1797349,1797351,5,541,1814017,1814018,dack,2,1857099,1290801,dack,447,,,False,1487.262813632,1933.698292472,1933.698292472,1946.828292444,1986.828292472,True,1,1867917,1996.108811086,released
130,3,3,1,7986,local,,1291059,1,0,0,1291067,1291069,1,1786,1302105,1302106,ack,0,1302106,,,,,,,1487.38,1487.380000028,1487.380000028,1497.863108077,1497.863108077,True,1,1301508,1497.246808077,released
130,3,3,1,7988,local,,1291683,1,0,0,1291691,1291693,1,1787,1311627,1311628,no_ack,2,1311628,,,,,,,1487.92,1487.920000028,1487.920000028,1506.646000028,1506.646000028,True,1,1314017,1508.829808077,released
130,3,3,1,7991,local,,1292513,1,0,0,1292521,1292523,1,1788,1302837,1302838,ack,0,1302838,,,,,,,1488.82,1488.820000028,1488.820000028,1498.682108077,1498.682108077,True,1,1302378,1498.117808077,released
130,2,7,1,5649,relay,8,1292531,1,0,0,1750569,1750571,4,553,1751536,1751537,dack,0,1775646,1292533,dack,421,,,False,1488.822815346,1894.119293688,1894.119293688,1894.893293632,1914.89329366,True,1,2336605,2419.557811086,released
130,3,3,1,7995,local,,1293662,1,0,0,1293673,1293675,1,1789,1303259,1303260,ack,0,1303260,,,,,,,1489.44,1489.440000028,1489.440000028,1499.176108077,1499.176108077,True,1,1303080,1499.066808077,released
130,5,5,1,7996,local,,1293667,1,0,0,1295993,1295995,1,776,1307301,1307302,ack,0,1307302,,,,,,,1489.44,1491.519111114,1491.519111114,1502.413111086,1502.413111086,True,1,1306356,1501.666811086,released
130,3,3,1,7997,local,,1293684,1,0,0,1293695,1293697,1,1790,1313575,1313576,no_ack,2,1313576,,,,,,,1489.46,1489.460000028,1489.460000028,1508.453000028,1508.453000028,True,1,1315099,1509.531808077,released
130,5,5,1,7998,local,,1293689,1,0,0,1296000,1296002,1,777,1320611,1320612,no_ack,2,1320612,,,,,,,1489.46,1491.519111114,1491.519111114,1513.887000028,1513.887000028,True,1,1333709,1524.949811086,released
130,2,7,1,5693,relay,8,1293748,1,0,0,1752550,1752552,4,554,1753825,1753826,dack,0,1778332,1293749,dack,422,,,False,1489.602815346,1896.069293688,1896.069293688,1897.051293632,1917.05129366,True,1,2337506,2420.805811086,released
130,5,5,1,8002,local,,1294556,1,0,0,1298881,1298883,1,778,1318920,1318921,ack,0,1318921,,,,,,,1490.2,1494.457111114,1494.457111114,1512.488111086,1512.488111086,True,1,1318388,1512.131811086,released
130,8,7,1,7669,relay,7,1294603,1,0,0,1898235,1898237,2,539,1899314,1899315,dack,0,1920300,1294605,dack,415,,,False,1490.265812442,2024.457295402,2024.457295402,2025.634295346,2045.634295374,True,1,2695727,2799.196811086,released
130,7,7,1,8004,local,,1294794,1,0,0,1363415,1363417,8,431,1364201,1364202,dack,0,1386444,,,,,,,1490.36,1552.349292498,1552.349292498,1553.110292442,1573.11029247,True,1,2756034,2867.251811086,released
130,8,7,1,7711,relay,7,1295200,1,0,0,1906625,1906627,2,540,1911127,1911128,dack,1,1932492,1295201,dack,416,,,False,1490.759812442,2032.465295402,2032.465295402,2036.099295346,2056.099295374,True,1,2740724,2850.702811086,released
130,3,3,1,8008,local,,1295372,1,0,0,1295380,1295382,1,1791,1305535,1305536,ack,0,1305536,,,,,,,1490.82,1490.820000028,1490.820000028,1500.798288077,1500.798288077,True,1,1305268,1500.587808077,released
130,3,3,1,8009,local,,1295393,1,0,0,1295406,1295408,1,1792,1306201,1306202,ack,0,1306202,,,,,,,1490.84,1490.840000028,1490.840000028,1501.383288077,1501.383288077,True,1,1306132,1501.289808077,released
130,3,3,1,8010,local,,1295419,1,0,0,1295427,1295429,1,1793,1307296,1307297,ack,0,1307297,,,,,,,1490.86,1490.860000028,1490.860000028,1502.413108077,1502.413108077,True,1,1306595,1501.991808077,released
130,7,7,1,8011,local,,1295774,1,0,0,1364825,1364827,8,432,1368323,1368324,dack,1,1390192,,,,,,,1491.18,1553.636292498,1553.636292498,1556.386292442,1576.38629247,True,1,2772933,2885.607811086,released
130,5,5,1,8013,local,,1296012,1,0,0,1298888,1298890,1,779,1320382,1320383,ack,0,1320383,,,,,,,1491.52,1494.457111114,1494.457111114,1513.645111086,1513.645111086,True,1,1319719,1513.132811086,released
130,5,5,1,8014,local,,1296029,1,0,0,1298895,1298897,1,780,1323588,1323589,ack,1,1323589,,,,,,,1491.54,1494.457111114,1494.457111114,1516.544111086,1516.544111086,True,1,1320948,1514.159811086,released
130,3,3,1,8016,local,,1296377,1,0,0,1296385,1296387,1,1794,1307744,1307745,ack,0,1307745,,,,,,,1492.06,1492.060000028,1492.060000028,1502.842108077,1502.842108077,True,1,1307475,1502.667808077,released
130,8,7,1,7722,relay,7,1296573,1,0,0,1920305,1920307,2,541,1921917,1921918,dack,0,1944314,1296574,dack,417,,,False,1492.358812442,2045.634295402,2045.634295402,2047.019295346,2067.019295374,True,1,2724323,2832.281811086,released
130,4,7,1,4357,relay,2,1296696,1,0,0,1803346,1803348,5,542,1818014,1818015,no_ack,2,1818015,1296698,dack,449,,,False,1492.358813632,1937.988292472,1937.988292472,1950.165000028,1950.165000028,False,0,,,released
130,7,7,1,8020,local,,1296939,1,0,0,1368780,1368782,8,433,1369433,1369434,dack,0,1392027,,,,,,,1492.44,1556.762292498,1556.762292498,1557.400292442,1577.40029247,True,1,2772750,2885.347811086,released
130,4,7,1,4350,relay,2,1297925,1,0,0,1834152,1834154,5,543,1837036,1837037,ack,1,1837037,1297926,dack,448,,,False,1493.619813632,1966.6912925,1966.6912925,1969.266292444,1969.266292444,True,1,1884929,2011.773811086,released
130,3,3,1,8027,local,,1298904,1,0,0,1298915,1298917,1,1795,1308920,1308921,ack,0,1308921,,,,,,,1494.46,1494.460000028,1494.460000028,1503.635108077,1503.635108077,True,1,1308322,1503.174808077,released
130,5,5,1,8028,local,,1298909,1,0,0,1300971,1300973,1,781,1325781,1325782,ack,0,1325782,,,,,,,1494.46,1496.992111114,1496.992111114,1518.156111086,1518.156111086,True,1,1325417,1517.825811086,released
130,3,3,1,8029,local,,1298928,1,0,0,1298943,1298945,1,1796,1310148,1310149,ack,0,1310149,,,,,,,1494.48,1494.480000028,1494.480000028,1504.571108077,1504.571108077,True,1,1309182,1503.915808077,released
130,5,5,1,8030,local,,1298933,1,0,0,1302117,1302119,1,782,1328687,1328688,ack,0,1328688,,,,,,,1494.48,1497.863111114,1497.863111114,1520.535111086,1520.535111086,True,1,1327044,1519.268811086,released
130,3,3,1,8031,local,,1298956,1,0,0,1298964,1298966,1,1797,1310145,1310146,ack,0,1310146,,,,,,,1494.5,1494.500000028,1494.500000028,1504.571108077,1504.571108077,True,1,1309866,1504.344808077,released
130,3,3,1,8034,local,,1299728,1,0,0,1299736,1299738,1,1798,1310581,1310582,ack,0,1310582,,,,,,,1495.4,1495.400000028,1495.400000028,1505.052108077,1505.052108077,True,1,1310470,1504.890808077,released
130,3,3,1,8036,local,,1300221,1,0,0,1300229,1300231,1,1799,1311306,1311307,ack,0,1311307,,,,,,,1495.84,1495.840000028,1495.840000028,1505.972288077,1505.972288077,True,1,1311034,1505.579808077,released
130,2,7,1,5717,relay,8,1300715,1,0,0,1761978,1761980,4,555,1767426,1767427,dack,1,1791072,1300717,dack,423,,,False,1496.817815346,1904.376293688,1904.376293688,1908.816293632,1928.81629366,True,1,2356206,2438.498811086,released
130,5,5,1,8041,local,,1300945,1,0,0,1303271,1303273,1,783,1340020,1340021,no_ack,2,1340021,,,,,,,1496.98,1499.176111114,1499.176111114,1531.307000028,1531.307000028,True,1,1340428,1531.878811086,released
130,3,3,1,8042,local,,1300982,1,0,0,1300990,1300992,1,1800,1311303,1311304,ack,0,1311304,,,,,,,1497.0,1497.000000028,1497.000000028,1505.972288077,1505.972288077,True,1,1311253,1505.891808077,released
130,3,3,1,8043,local,,1301012,1,0,0,1301020,1301022,1,1801,1311869,1311870,ack,0,1311870,,,,,,,1497.02,1497.020000028,1497.020000028,1506.924108077,1506.924108077,True,1,1311661,1506.697808077,released
130,2,7,1,5708,relay,8,1301612,1,0,0,1762457,1762459,4,556,1763635,1763636,dack,0,1787462,1301613,dack,424,,,False,1497.467815346,1904.831293688,1904.831293688,1905.878293632,1925.87829366,True,1,2354526,2437.146811086,released
130,3,3,1,8047,local,,1302150,1,0,0,1302158,1302160,1,1802,1312628,1312629,ack,0,1312629,,,,,,,1497.88,1497.880000028,1497.880000028,1507.743108077,1507.743108077,True,1,1312300,1507.451808077,released
130,5,5,1,8050,local,,1302759,1,0,0,1307308,1307310,1,784,1330523,1330524,ack,0,1330524,,,,,,,1498.56,1502.413111114,1502.413111114,1522.498111086,1522.498111086,True,1,1329894,1521.829811086,released
130,5,5,1,8051,local,,1302780,1,0,0,1318927,1318929,1,785,1334432,1334433,ack,0,1334433,,,,,,,1498.58,1512.488111114,1512.488111114,1525.813111086,1525.813111086,True,1,1334295,1525.625811086,released
130,5,7,1,2912,relay,4,1302814,1,0,0,1320389,1320391,1,786,1344349,1344350,ack,2,1344350,1302816,ack,400,,,False,1498.676812444,1513.645111114,1513.645111114,1535.160111086,1535.160111086,True,1,1344158,1535.050811086,released
130,3,3,1,8053,local,,1302852,1,0,0,1302860,1302862,1,1803,1314243,1314244,ack,0,1314244,,,,,,,1498.7,1498.700000028,1498.700000028,1508.991108077,1508.991108077,True,1,1312932,1508.036808077,released
130,3,3,1,8055,local,,1303283,1,0,0,1303291,1303293,1,1804,1314240,1314241,ack,0,1314241,,,,,,,1499.18,1499.180000028,1499.180000028,1508.991108077,1508.991108077,True,1,1313365,1508.387808077,released
130,5,5,1,8056,local,,1303488,1,0,0,1323595,1323597,1,787,1335782,1335783,ack,0,1335783,,,,,,,1499.26,1516.544111114,1516.544111114,1527.282111086,1527.282111086,True,1,1334897,1526.496811086,released
130,4,7,1,4386,relay,2,1303927,1,0,0,1837043,1837045,5,544,1837423,1837424,ack,0,1837424,1303929,dack,450,,,False,1499.755813632,1969.266292472,1969.266292472,1969.656292444,1969.656292444,True,1,1886524,2012.904811086,released
130,8,7,1,7730,relay,7,1304964,1,0,0,1920312,1920314,2,542,1921915,1921916,dack,0,1944313,1304966,dack,418,,,False,1500.457812442,2045.634295402,2045.634295402,2047.019295346,2067.019295374,True,1,2723503,2831.423811086,released
130,3,3,1,8060,local,,1305545,1,0,0,1305553,1305555,1,1805,1315188,1315189,ack,0,1315189,,,,,,,1500.8,1500.800000028,1500.800000028,1509.641108077,1509.641108077,True,1,1314546,1509.258808077,released
130,7,7,1,8061,local,,1305607,1,0,0,1379475,1379477,8,434,1380644,1380645,dack,0,1403299,,,,,,,1500.86,1566.246292498,1566.246292498,1567.046292442,1587.04629247,True,1,2788082,2900.882811086,released
130,3,3,1,8063,local,,1306217,1,0,0,1306225,1306227,1,1806,1316623,1316624,ack,0,1316624,,,,,,,1501.4,1501.400000028,1501.400000028,1510.525108077,1510.525108077,True,1,1316375,1510.350808077,released
130,5,7,1,2953,relay,4,1306546,1,0,0,1325788,1325790,1,788,1338762,1338763,ack,0,1338763,1306548,ack,401,,,False,1501.926812444,1518.156111114,1518.156111114,1529.830111086,1529.830111086,True,1,1338475,1529.551811086,released
130,2,7,1,5725,relay,8,1307180,1,0,0,1769236,1769238,4,557,1770429,1770430,dack,0,1793159,1307182,dack,425,,,False,1502.407815346,1909.849293688,1909.849293688,1910.844293632,1930.84429366,True,1,2338957,2422.274811086,released
130,3,3,1,8068,local,,1307321,1,0,0,1307332,1307334,1,1807,1317132,1317133,ack,0,1317133,,,,,,,1502.42,1502.420000028,1502.420000028,1510.977288077,1510.977288077,True,1,1316952,1510.779808077,released
130,5,5,1,8069,local,,1307326,1,0,0,1328694,1328696,1,789,1339153,1339154,ack,0,1339154,,,,,,,1502.42,1520.535111114,1520.535111114,1530.207111086,1530.207111086,True,1,1339072,1530.097811086,released
130,5,5,1,8071,local,,1307552,1,0,0,1330530,1330532,1,790,1339793,1339794,ack,0,1339794,,,,,,,1502.74,1522.498111114,1522.498111114,1531.013111086,1531.013111086,True,1,1339347,1530.513811086,released
130,5,5,1,8072,local,,1307694,1,0,0,1330537,1330539,1,791,1341240,1341241,ack,0,1341241,,,,,,,1502.76,1522.498111114,1522.498111114,1532.677111086,1532.677111086,True,1,1339958,1531.267811086,released
130,3,3,1,8073,local,,1307775,1,0,0,1307783,1307785,1,1808,1317818,1317819,ack,0,1317819,,,,,,,1502.86,1502.860000028,1502.860000028,1511.510288077,1511.510288077,True,1,1317640,1511.325808077,released
130,5,5,1,8075,local,,1308788,1,0,0,1334439,1334441,1,792,1342196,1342197,ack,0,1342197,,,,,,,1503.44,1525.813111114,1525.813111114,1533.392111086,1533.392111086,True,1,1341636,1532.996811086,released
130,3,3,1,8076,local,,1308939,1,0,0,1308947,1308949,1,1809,1318168,1318169,ack,0,1318169,,,,,,,1503.64,1503.640000028,1503.640000028,1511.835288077,1511.835288077,True,1,1317966,1511.767808077,released
130,2,7,1,5736,relay,8,1309031,1,0,0,1773564,1773566,4,558,1776425,1776426,dack,0,1799816,1309032,dack,426,,,False,1503.837815346,1912.930293688,1912.930293688,1915.407293632,1935.40729366,True,1,2339892,2423.210811086,released
130,8,7,1,7766,relay,7,1310003,1,0,0,1932496,1932498,2,543,1933175,1933176,dack,0,1955208,1310005,dack,419,,,False,1504.539812442,2056.099295402,2056.099295402,2056.704295346,2076.704295374,True,1,2758603,2869.578811086,released
130,3,3,1,8081,local,,1310167,1,0,0,1310175,1310177,1,1810,1320377,1320378,ack,0,1320378,,,,,,,1504.58,1504.580000028,1504.580000028,1513.645108077,1513.645108077,True,1,1319564,1512.885808077,released
130,3,3,1,8082,local,,1310198,1,0,0,1310206,1310208,1,1811,1320374,1320375,ack,0,1320375,,,,,,,1504.6,1504.600000028,1504.600000028,1513.645108077,1513.645108077,True,1,1320075,1513.418808077,released
130,7,7,1,8083,local,,1310323,1,0,0,1380319,1380321,8,435,1381618,1381619,dack,0,1404278,,,,,,,1504.7,1566.811292498,1566.811292498,1567.852292442,1587.85229247,False,0,,,released
130,3,3,1,8085,local,,1310591,1,0,0,1310599,1310601,1,1812,1321529,1321530,ack,0,1321530,,,,,,,1505.06,1505.060000028,1505.060000028,1514.607108077,1514.607108077,True,1,1321347,1514.406808077,released
130,3,3,1,8088,local,,1311317,1,0,0,1311325,1311327,1,1813,1322738,1322739,ack,0,1322739,,,,,,,1505.98,1505.980000028,1505.980000028,1515.803108077,1515.803108077,True,1,1321813,1514.874808077,released
130,3,3,1,8089,local,,1311339,1,0,0,1311347,1311349,1,1814,1322735,1322736,ack,0,1322736,,,,,,,1506.0,1506.000000028,1506.000000028,1515.803108077,1515.803108077,True,1,1322498,1515.628808077,released
130,3,3,1,8091,local,,1311636,1,0,0,1311644,1311646,1,1815,1323583,1323584,ack,0,1323584,,,,,,,1506.66,1506.660000028,1506.660000028,1516.544108077,1516.544108077,True,1,1323154,1516.083808077,released
130,5,5,1,8093,local,,1311771,1,0,0,1335789,1335791,1,793,1343669,1343670,ack,0,1343670,,,,,,,1506.8,1527.282111114,1527.282111114,1534.510111086,1534.510111086,True,1,1343554,1534.374811086,released
130,5,5,1,8094,local,,1311805,1,0,0,1338769,1338771,1,794,1345219,1345220,ack,0,1345220,,,,,,,1506.82,1529.830111114,1529.830111114,1535.771111086,1535.771111086,True,1,1344888,1535.648811086,released
130,3,3,1,8095,local,,1311895,1,0,0,1311903,1311905,1,1816,1326085,1326086,ack,0,1326086,,,,,,,1506.94,1506.940000028,1506.940000028,1518.390108077,1518.390108077,True,1,1324913,1517.513808077,released
130,5,7,1,2961,relay,4,1312573,1,0,0,1338776,1338778,1,795,1352942,1352943,ack,2,1352943,1312575,ack,402,,,False,1507.711812444,1529.830111114,1529.830111114,1542.063111086,1542.063111086,True,1,1352684,1541.875811086,released
130,3,3,1,8099,local,,1312644,1,0,0,1312652,1312654,1,1817,1334727,1334728,no_ack,2,1334728,,,,,,,1507.76,1507.760000028,1507.760000028,1526.198000028,1526.198000028,True,1,1337854,1528.862808077,released
130,4,7,1,4440,relay,2,1312751,1,0,0,1837430,1837432,5,545,1847581,1847582,no_ack,2,1847582,1312753,dack,452,,,False,1507.984813632,1969.656292472,1969.656292472,1979.428000028,1979.428000028,False,0,,,released
130,3,3,1,8103,local,,1313582,1,0,0,1314250,1314252,1,1818,1328083,1328084,ack,0,1328084,,,,,,,1508.46,1508.991108105,1508.991108105,1519.963108077,1519.963108077,True,1,1326252,1518.670808077,released
130,3,3,1,8105,local,,1314272,1,0,0,1314280,1314282,1,1819,1328080,1328081,ack,0,1328081,,,,,,,1509.0,1509.000000028,1509.000000028,1519.963108077,1519.963108077,True,1,1327558,1519.515808077,released
130,3,3,1,8106,local,,1314309,1,0,0,1315195,1315197,1,1820,1328077,1328078,ack,0,1328078,,,,,,,1509.02,1509.641108105,1509.641108105,1519.963108077,1519.963108077,True,1,1328004,1519.840808077,released
130,2,7,1,5758,relay,8,1314641,1,0,0,1775650,1775652,4,559,1776423,1776424,dack,0,1799815,1314643,dack,427,,,False,1509.388815346,1914.893293688,1914.893293688,1915.407293632,1935.40729366,True,1,2343702,2427.019811086,released
130,3,3,1,8110,local,,1315220,1,0,0,1315228,1315230,1,1821,1328682,1328683,ack,0,1328683,,,,,,,1509.66,1509.660000028,1509.660000028,1520.535108077,1520.535108077,True,1,1328425,1520.321808077,released
130,8,7,1,7773,relay,7,1315433,1,0,0,1938988,1938990,2,544,1943104,1943105,dack,1,1965836,1315435,dack,420,,,False,1509.804812442,2061.591295402,2061.591295402,2065.921295346,2085.921295374,True,1,2729396,2837.364811086,released
130,7,7,1,8112,local,,1316230,1,0,0,1386448,1386450,8,436,1387297,1387298,dack,0,1410081,,,,,,,1510.14,1573.110292498,1573.110292498,1573.910292442,1593.91029247,True,1,2775882,2889.325811086,released
130,3,3,1,8114,local,,1316678,1,0,0,1316686,1316688,1,1822,1330518,1330519,ack,0,1330519,,,,,,,1510.54,1510.540000028,1510.540000028,1522.498108077,1522.498108077,True,1,1329231,1521.114808077,released
130,3,3,1,8116,local,,1317143,1,0,0,1317151,1317153,1,1823,1330515,1330516,ack,0,1330516,,,,,,,1510.98,1510.980000028,1510.980000028,1522.498108077,1522.498108077,True,1,1329558,1521.452808077,released
130,8,7,1,7784,relay,7,1317453,1,0,0,1944318,1944320,2,545,1946057,1946058,dack,0,1968375,1317454,dack,421,,,False,1511.208812442,2067.019295402,2067.019295402,2068.001295346,2088.001295374,True,1,2758997,2870.046811086,released
130,7,7,1,8119,local,,1317795,1,0,0,1387655,1387657,8,437,1389300,1389301,dack,0,1412037,,,,,,,1511.5,1574.176292498,1574.176292498,1575.392292442,1595.39229247,True,1,2814050,2929.326811086,released
130,3,3,1,8120,local,,1317829,1,0,0,1317837,1317839,1,1824,1330512,1330513,ack,0,1330513,,,,,,,1511.52,1511.520000028,1511.520000028,1522.498108077,1522.498108077,True,1,1330029,1522.102808077,released
130,4,7,1,4404,relay,2,1317996,1,0,0,1851797,1851799,5,546,1866339,1866340,no_ack,2,1866340,1317998,dack,451,,,False,1511.806813632,1982.3692925,1982.3692925,1994.599000028,1994.599000028,False,0,,,released
130,3,3,1,8123,local,,1318179,1,0,0,1318187,1318189,1,1825,1330509,1330510,ack,0,1330510,,,,,,,1511.84,1511.840000028,1511.840000028,1522.498108077,1522.498108077,True,1,1330427,1522.362808077,released
130,5,5,1,8125,local,,1318954,1,0,0,1339160,1339162,1,796,1347181,1347182,ack,0,1347182,,,,,,,1512.5,1530.207111114,1530.207111114,1537.292111086,1537.292111086,True,1,1346846,1536.922811086,released
130,8,7,1,7853,relay,7,1319295,1,0,0,1944325,1944327,2,546,1946055,1946056,dack,0,1968374,1319296,dack,423,,,False,1512.833812442,2067.019295402,2067.019295402,2068.001295346,2088.001295374,False,0,,,released
130,7,7,1,8129,local,,1319794,1,0,0,1390196,1390198,8,438,1391307,1391308,dack,0,1413807,,,,,,,1513.18,1576.386292498,1576.386292498,1576.952292442,1596.95229247,True,1,2819177,2935.501811086,released
130,3,3,1,8131,local,,1320413,1,0,0,1320424,1320426,1,1826,1331652,1331653,ack,0,1331653,,,,,,,1513.66,1513.660000028,1513.660000028,1523.486108077,1523.486108077,True,1,1330979,1522.765808077,released
130,5,5,1,8132,local,,1320418,1,0,0,1339800,1339802,1,797,1348342,1348343,ack,0,1348343,,,,,,,1513.66,1531.013111114,1531.013111114,1538.709111086,1538.709111086,True,1,1347472,1537.546811086,released
130,3,3,1,8133,local,,1320448,1,0,0,1320456,1320458,1,1827,1332915,1332916,ack,0,1332916,,,,,,,1513.68,1513.680000028,1513.680000028,1524.188108077,1524.188108077,True,1,1332079,1523.740808077,released
130,5,5,1,8134,local,,1320635,1,0,0,1341247,1341249,1,798,1348339,1348340,ack,0,1348340,,,,,,,1513.9,1532.677111114,1532.677111114,1538.709111086,1538.709111086,True,1,1347609,1537.819811086,released
130,4,7,1,4451,relay,2,1320724,1,0,0,1857103,1857105,5,547,1869483,1869484,ack,2,1869484,1320726,dack,453,,,False,1514.029813632,1986.8282925,1986.8282925,1997.580292444,1997.580292444,True,1,1892129,2018.507811086,released
130,3,3,1,8138,local,,1321543,1,0,0,1321551,1321553,1,1828,1333377,1333378,ack,0,1333378,,,,,,,1514.62,1514.620000028,1514.620000028,1524.695108077,1524.695108077,True,1,1333199,1524.442808077,released
130,4,7,1,4416,relay,2,1321638,1,0,0,1869490,1869492,5,548,1869960,1869961,ack,0,1869961,1321639,dack,454,,,False,1514.835813632,1997.580292472,1997.580292472,1998.048292444,1998.048292444,True,1,1892333,2018.793811086,released
130,2,7,1,5763,relay,8,1322056,1,0,0,1778336,1778338,4,560,1781532,1781533,dack,1,1806310,1322058,dack,428,,,False,1515.290815346,1917.051293688,1917.051293688,1920.438293632,1940.43829366,True,1,2351412,2434.195811086,released
130,3,3,1,8144,local,,1322753,1,0,0,1322761,1322763,1,1829,1341912,1341913,no_ack,2,1341913,,,,,,,1515.82,1515.820000028,1515.820000028,1533.296000028,1533.296000028,True,1,1350282,1540.107808077,released
130,3,3,1,8145,local,,1322788,1,0,0,1322796,1322798,1,1830,1334688,1334689,ack,0,1334689,,,,,,,1515.84,1515.840000028,1515.840000028,1526.177108077,1526.177108077,True,1,1334612,1526.067808077,released
130,8,7,1,7828,relay,7,1323372,1,0,0,1955212,1955214,2,547,1959467,1959468,dack,1,1980991,1323374,dack,422,,,False,1516.434812442,2076.704295402,2076.704295402,2080.078295346,2100.078295374,False,0,,,released
130,3,3,1,8149,local,,1323624,1,0,0,1323635,1323637,1,1831,1335777,1335778,ack,0,1335778,,,,,,,1516.56,1516.560000028,1516.560000028,1527.282108077,1527.282108077,True,1,1335492,1527.133808077,released
130,5,5,1,8150,local,,1323629,1,0,0,1342203,1342205,1,799,1348336,1348337,ack,0,1348337,,,,,,,1516.56,1533.392111114,1533.392111114,1538.709111086,1538.709111086,True,1,1348140,1538.560811086,released
130,7,7,1,8151,local,,1324067,1,0,0,1392031,1392033,8,439,1393129,1393130,dack,0,1415316,,,,,,,1516.78,1577.400292498,1577.400292498,1578.096292442,1598.09629247,True,1,2824527,2943.899811086,released
130,4,7,1,4479,relay,2,1324941,1,0,0,1869967,1869969,5,549,1874461,1874462,ack,2,1874462,1324942,dack,455,,,False,1517.552813632,1998.048292472,1998.048292472,2002.975292444,2002.975292444,True,1,1916312,2041.010811086,released
130,5,5,1,8156,local,,1325810,1,0,0,1343676,1343678,1,800,1352939,1352940,ack,1,1352940,,,,,,,1518.16,1534.510111114,1534.510111114,1542.063111086,1542.063111086,True,1,1348990,1539.236811086,released
130,3,3,1,8157,local,,1326095,1,0,0,1326108,1326110,1,1832,1337017,1337018,ack,0,1337018,,,,,,,1518.4,1518.400000028,1518.400000028,1528.231108077,1528.231108077,True,1,1336373,1527.900808077,released
130,2,7,1,5807,relay,8,1326258,1,0,0,1787466,1787468,4,561,1792038,1792039,dack,1,1817775,1326260,dack,429,,,False,1518.670815346,1925.878293688,1925.878293688,1929.915293632,1949.91529366,True,1,2352627,2435.339811086,released
130,2,8,1,6116,relay,8,1326886,1,0,0,1791076,1791078,4,562,1792035,1792036,ack,0,1792036,1326887,ack,430,,,False,1519.177815346,1928.816293688,1928.816293688,1929.915293632,1929.915293632,True,1,2354379,2436.860811086,released
130,8,8,1,8163,local,,1327212,1,0,0,1965840,1965842,2,548,1970505,1970506,ack,1,1970506,,,,,,,1519.3,2085.921295402,2085.921295402,2089.789295346,2089.789295346,True,1,2743883,2854.381811086,released
130,2,7,1,5832,relay,8,1327844,1,0,0,1792044,1792046,4,563,1792726,1792727,dack,0,1818422,1327845,dack,431,,,False,1519.788815346,1929.91529366,1929.91529366,1930.461293632,1950.46129366,True,1,2355389,2437.835811086,released
130,3,3,1,8167,local,,1328105,1,0,0,1328113,1328115,1,1833,1338757,1338758,ack,0,1338758,,,,,,,1519.98,1519.980000028,1519.980000028,1529.830108077,1529.830108077,True,1,1338365,1529.304808077,released
