schema,scenario,application_profile,flow_index,source,configured_destination,destination_mode,attempts,admitted,blocked_discovery,blocked_topology,blocked_gateway_route,blocked_destination,blocked_nsdp,first_admitted_s,last_admitted_s
csr-app-admission-diagnostics-v1,tranche8-two-node-admission-s130,legacy-send-only-no-dscp,0,2,1,fixed,45000,11412,0,0,0,0,33588,300,1199.96
