app_sequence,generated_s,outcome,delivered_s,latency_s,delivery_count,no_ack_completion_count,no_ack_nodes,no_ack_times_s
1,450,delivered,584.34221266700001,134.342212667,1,0,,
2,486,delivered,585.40821266700004,99.40821266700004,1,0,,
3,522,delivered,587.65771266700006,65.65771266700006,1,0,,
4,558,delivered,588.38901266699997,30.389012666999974,1,0,,
5,594,delivered,594.75061266700004,0.7506126670000413,1,0,,
