source,destination,matlab_generated,ns3_generated,matlab_delivered,ns3_delivered,matlab_delivery_ratio,ns3_delivery_ratio,matlab_delivered_payload_bytes,ns3_delivered_payload_bytes,matlab_mean_latency_s,ns3_mean_latency_s,application_equal
2,1,3,3,3,3,1.0,1.0,192,192,0.7353003333393341,0.8393003329999971,True
