case,node,ordinal,time_ns,min,max,draw,resolved,probes
out,1,98,12166961028,0,31,1,1,0
out,1,99,12192961028,0,31,1,1,0
out,1,100,12231961028,0,31,1,1,0
out,1,101,12270961028,0,31,1,1,0
out,1,102,12309961028,0,31,1,1,0
out,1,103,12348961028,0,31,1,1,0
out,5,45,13013000028,0,31,9,9,0
out,5,46,13143000028,0,31,1,1,0
out,1,104,13167961028,0,31,1,1,0
out,1,105,13193961028,0,31,1,1,0
out,1,106,13232961028,0,31,1,1,0
out,1,107,13271961028,0,31,1,1,0
out,1,108,13310961028,0,31,1,1,0
out,1,109,13349961028,0,31,1,1,0
out,5,47,14001000028,0,31,9,9,0
out,5,48,14131000028,0,31,1,1,0
out,1,110,14155961028,0,31,1,1,0
out,1,111,14181961028,0,31,1,1,0
out,1,112,14220961028,0,31,1,1,0
out,1,113,14259961028,0,31,1,1,0
out,1,114,14298961028,0,31,1,1,0
out,1,115,14337961028,0,31,1,1,0
out,5,49,15002000028,0,31,9,9,0
out,5,50,15132000028,0,31,1,1,0
out,1,116,15156961028,0,31,1,1,0
out,1,117,15182961028,0,31,1,1,0
out,1,118,15221961028,0,31,1,1,0
out,1,119,15260961028,0,31,1,1,0
out,1,120,15299961028,0,31,1,1,0
out,1,121,15338961028,0,31,1,1,0
out,5,51,16003000028,0,31,9,9,0
out,5,52,16133000028,0,31,1,1,0
out,1,122,16157961028,0,31,1,1,0
out,1,123,16183961028,0,31,1,1,0
out,1,124,16222961028,0,31,1,1,0
out,1,125,16261961028,0,31,1,1,0
out,1,126,16300961028,0,31,1,1,0
out,1,127,16339961028,0,31,1,1,0
out,5,53,17004000028,0,31,9,9,0
out,5,54,17134000028,0,31,1,1,0
out,1,128,17158961028,0,31,1,1,0
out,1,129,17184961028,0,31,1,1,0
out,1,130,17223961028,0,31,1,1,0
out,1,131,17262961028,0,31,1,1,0
out,1,132,17301961028,0,31,1,1,0
out,1,133,17340961028,0,31,1,1,0
out,5,55,18005000028,0,31,9,9,0
out,5,56,18135000028,0,31,1,1,0
out,1,134,18159961028,0,31,1,1,0
out,1,135,18185961028,0,31,1,1,0
out,1,136,18224961028,0,31,1,1,0
out,1,137,18263961028,0,31,1,1,0
out,1,138,18302961028,0,31,1,1,0
out,1,139,18341961028,0,31,1,1,0
out,5,57,19006000028,0,31,9,9,0
out,5,58,19136000028,0,31,1,1,0
out,1,140,19160961028,0,31,1,1,0
out,1,141,19186961028,0,31,1,1,0
out,1,142,19225961028,0,31,1,1,0
out,1,143,19264961028,0,31,1,1,0
out,1,144,19303961028,0,31,1,1,0
out,1,145,19342961028,0,31,1,1,0
out,5,59,20007000028,0,31,9,9,0
out,5,60,20137000028,0,31,1,1,0
out,1,146,20161961028,0,31,1,1,0
out,1,147,20187961028,0,31,1,1,0
out,1,148,20226961028,0,31,1,1,0
out,1,149,20265961028,0,31,1,1,0
out,1,150,20304961028,0,31,1,1,0
out,1,151,20343961028,0,31,1,1,0
out,5,61,21008000028,0,31,9,9,0
out,5,62,21138000028,0,31,1,1,0
out,1,152,21162961028,0,31,1,1,0
out,1,153,21188961028,0,31,1,1,0
out,1,154,21227961028,0,31,1,1,0
out,1,155,21266961028,0,31,1,1,0
out,1,156,21305961028,0,31,1,1,0
out,1,157,21344961028,0,31,1,1,0
out,4,18,21814000028,0,31,7,7,0
out,4,19,21918000028,0,31,3,3,0
out,5,63,21957000028,0,31,9,9,0
out,4,20,22009000028,0,31,7,7,0
out,5,64,22087000028,0,31,1,1,0
out,4,21,22113000028,0,31,3,3,0
out,1,158,22124961028,0,31,1,1,0
out,5,65,22139000028,0,31,9,9,0
out,1,159,22150961028,0,31,1,1,0
out,4,22,22178000028,0,31,7,7,0
out,1,160,22189961028,0,31,1,1,0
out,1,161,22228961028,0,31,1,1,0
out,1,162,22267961028,0,31,1,1,0
out,5,66,22295000028,0,31,1,1,0
out,1,163,22306961028,0,31,1,2,1
out,4,23,22347000028,0,31,3,3,0
out,1,164,22358961028,0,31,1,1,0
out,5,67,22360000028,0,31,9,9,0
out,1,165,22397961028,0,31,1,1,0
out,4,24,22399000028,0,31,7,8,1
out,1,166,22436961028,0,31,1,1,0
out,1,167,22475961028,0,31,1,1,0
out,5,68,22503000028,0,31,1,1,0
out,1,168,22514961028,0,31,1,1,0
out,1,169,22553961028,0,31,1,1,0
out,4,25,22555000028,0,31,3,3,0
out,5,69,22568000028,0,31,9,9,0
out,1,170,22579961028,0,31,1,1,0
out,4,26,22607000028,0,31,7,8,1
out,1,171,22618961028,0,31,1,1,0
out,1,172,22657961028,0,31,1,1,0
out,1,173,22696961028,0,31,1,1,0
out,5,70,22711000028,0,31,1,2,1
out,1,174,22735961028,0,31,1,1,0
out,1,175,22774961028,0,31,1,1,0
out,5,71,22776000028,0,31,9,9,0
out,1,176,22813961028,0,31,1,1,0
out,1,177,22852961028,0,31,1,1,0
out,1,178,22891961028,0,31,1,1,0
out,5,72,22919000028,0,31,1,1,0
out,1,179,22930961028,0,31,1,1,0
out,5,73,22958000028,0,31,9,9,0
out,4,27,23010000028,0,31,3,3,0
out,4,28,23062000028,0,31,7,7,0
out,5,74,23101000028,0,31,1,1,0
out,1,180,23138961028,0,31,1,1,0
out,5,75,23153000028,0,31,9,9,0
out,1,181,23164961028,0,31,1,1,0
out,1,182,23203961028,0,31,1,1,0
out,1,183,23242961028,0,31,1,1,0
out,1,184,23281961028,0,31,1,1,0
out,5,76,23296000028,0,31,1,1,0
out,1,185,23320961028,0,31,1,1,0
out,5,77,23335000028,0,31,9,9,0
out,5,78,23478000028,0,31,1,1,0
out,4,29,24011000028,0,31,3,3,0
out,5,79,24011000028,0,31,9,9,0
out,4,30,24063000028,0,31,7,7,0
out,5,80,24141000028,0,31,1,1,0
out,1,186,24178961028,0,31,1,1,0
out,5,81,24193000028,0,31,9,9,0
out,1,187,24204961028,0,31,1,1,0
out,1,188,24243961028,0,31,1,1,0
out,1,189,24282961028,0,31,1,1,0
out,1,190,24321961028,0,31,1,1,0
out,5,82,24336000028,0,31,1,1,0
out,1,191,24360961028,0,31,1,1,0
out,5,83,24375000028,0,31,9,9,0
out,5,84,24518000028,0,31,1,1,0
out,4,31,25012000028,0,31,3,3,0
out,5,85,25012000028,0,31,9,9,0
out,4,32,25064000028,0,31,7,7,0
out,5,86,25142000028,0,31,1,1,0
out,1,192,25179961028,0,31,1,1,0
out,5,87,25194000028,0,31,9,9,0
out,1,193,25205961028,0,31,1,1,0
out,1,194,25244961028,0,31,1,1,0
out,1,195,25283961028,0,31,1,1,0
out,1,196,25322961028,0,31,1,1,0
out,5,88,25337000028,0,31,1,1,0
out,1,197,25361961028,0,31,1,1,0
out,5,89,25376000028,0,31,9,9,0
out,5,90,25519000028,0,31,1,1,0
out,4,33,26013000028,0,31,3,3,0
out,5,91,26013000028,0,31,9,9,0
out,4,34,26065000028,0,31,7,7,0
out,5,92,26143000028,0,31,1,1,0
out,1,198,26180961028,0,31,1,1,0
out,5,93,26195000028,0,31,9,9,0
out,1,199,26206961028,0,31,1,1,0
out,1,200,26245961028,0,31,1,1,0
out,1,201,26284961028,0,31,1,1,0
out,1,202,26323961028,0,31,1,1,0
out,5,94,26338000028,0,31,1,1,0
out,1,203,26362961028,0,31,1,1,0
out,5,95,26377000028,0,31,9,9,0
out,5,96,26520000028,0,31,1,1,0
out,4,35,27001000028,0,31,3,3,0
out,5,97,27001000028,0,31,9,9,0
out,4,36,27053000028,0,31,7,7,0
out,5,98,27131000028,0,31,1,1,0
out,1,204,27168961028,0,31,1,1,0
out,5,99,27183000028,0,31,9,9,0
out,1,205,27194961028,0,31,1,1,0
out,1,206,27233961028,0,31,1,1,0
out,1,207,27272961028,0,31,1,1,0
out,1,208,27311961028,0,31,1,1,0
out,5,100,27326000028,0,31,1,1,0
out,1,209,27350961028,0,31,1,1,0
out,5,101,27365000028,0,31,9,9,0
out,5,102,27508000028,0,31,1,1,0
out,4,37,28002000028,0,31,3,3,0
out,5,103,28002000028,0,31,9,9,0
out,4,38,28054000028,0,31,7,7,0
out,5,104,28132000028,0,31,1,1,0
out,1,210,28169961028,0,31,1,1,0
out,5,105,28184000028,0,31,9,9,0
out,1,211,28195961028,0,31,1,1,0
out,1,212,28234961028,0,31,1,1,0
out,1,213,28273961028,0,31,1,1,0
out,1,214,28312961028,0,31,1,1,0
out,5,106,28327000028,0,31,1,1,0
out,1,215,28351961028,0,31,1,1,0
out,5,107,28366000028,0,31,9,9,0
out,5,108,28509000028,0,31,1,1,0
