case,order,time_ns,event,node,peer,app_source,app_id,hop_seq,ack_bits,dack_bits,mac_state,ack_queue,data_queue,prep,counter,opportunity,advertised,hop_pending,neighbor_outstanding,neighbor_threshold,resend_queue,admitted,rate_kbps,power_dbm,nwk_waiting,nwk_custody,nsdp4,nsdp5,dack_holds
out,1,0,generate,4,5,4,1,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,2,0,generate,5,1,5,1,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,3,0,generate,4,5,4,2,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,4,0,generate,5,1,5,2,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,5,0,generate,4,5,4,3,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,6,0,generate,5,1,5,3,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,7,0,generate,4,5,4,4,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,8,0,generate,5,1,5,4,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,9,0,generate,4,5,4,5,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,10,0,generate,5,1,5,5,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,11,0,generate,4,5,4,6,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,12,0,generate,5,1,5,6,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,13,0,generate,4,5,4,7,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,14,0,generate,5,1,5,7,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,15,0,generate,4,5,4,8,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,16,0,generate,5,1,5,8,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,17,0,generate,4,5,4,9,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,18,0,generate,5,1,5,9,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,19,0,generate,4,5,4,10,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,20,0,generate,5,1,5,10,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,21,0,generate,4,5,4,11,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,22,0,generate,5,1,5,11,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,23,0,generate,4,5,4,12,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,24,0,generate,5,1,5,12,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,25,0,generate,4,5,4,13,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,26,0,generate,5,1,5,13,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,27,0,generate,4,5,4,14,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,28,0,generate,5,1,5,14,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,29,0,generate,4,5,4,15,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,30,0,generate,5,1,5,15,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,31,0,generate,4,5,4,16,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,32,0,generate,5,1,5,16,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,33,0,generate,4,5,4,17,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,34,0,generate,5,1,5,17,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,35,0,generate,4,5,4,18,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,36,0,generate,5,1,5,18,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,37,0,generate,4,5,4,19,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,38,0,generate,5,1,5,19,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,39,0,generate,4,5,4,20,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,40,0,generate,5,1,5,20,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,41,0,offer,4,5,4,1,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,42,0,admit,4,5,4,1,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,1,0,0,1,1,1,0,0
out,43,0,offer,5,1,5,1,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
out,44,0,admit,5,1,5,1,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,1,0,0,1,1,0,1,0
out,45,20000000,offer,4,5,4,2,0,0,0,1,0,1,1,3,-1,-1,1,1,0,1,1,0,0,0,1,1,0,0
out,46,20000000,admit,4,5,4,2,0,0,0,1,0,1,1,3,-1,-1,1,1,0,1,2,0,0,1,2,2,0,0
out,47,20000000,offer,5,1,5,2,0,0,0,1,0,1,1,9,-1,-1,1,1,0,1,1,0,0,0,1,0,1,0
out,48,20000000,admit,5,1,5,2,0,0,0,1,0,1,1,9,-1,-1,1,1,0,1,2,0,0,1,2,0,2,0
out,49,40000000,offer,4,5,4,3,0,0,0,1,0,1,1,3,-1,-1,1,1,0,1,2,0,0,1,2,2,0,0
out,50,40000000,admit,4,5,4,3,0,0,0,1,0,1,1,3,-1,-1,1,1,0,1,3,0,0,2,3,3,0,0
out,51,40000000,offer,5,1,5,3,0,0,0,1,0,1,1,9,-1,-1,1,1,0,1,2,0,0,1,2,0,2,0
out,52,40000000,admit,5,1,5,3,0,0,0,1,0,1,1,9,-1,-1,1,1,0,1,3,0,0,2,3,0,3,0
out,53,60000000,offer,4,5,4,4,0,0,0,1,0,1,1,3,-1,-1,1,1,0,1,3,0,0,2,3,3,0,0
out,54,60000000,admit,4,5,4,4,0,0,0,1,0,1,1,3,-1,-1,1,1,0,1,4,0,0,3,4,4,0,0
out,55,60000000,offer,5,1,5,4,0,0,0,1,0,1,1,9,-1,-1,1,1,0,1,3,0,0,2,3,0,3,0
out,56,60000000,admit,5,1,5,4,0,0,0,1,0,1,1,9,-1,-1,1,1,0,1,4,0,0,3,4,0,4,0
out,57,80000000,offer,4,5,4,5,0,0,0,1,0,1,1,3,-1,-1,1,1,0,1,4,0,0,3,4,4,0,0
out,58,80000000,admit,4,5,4,5,0,0,0,1,0,1,1,3,-1,-1,1,1,0,1,5,0,0,4,5,5,0,0
out,59,80000000,offer,5,1,5,5,0,0,0,1,0,1,1,9,-1,-1,1,1,0,1,4,0,0,3,4,0,4,0
out,60,80000000,admit,5,1,5,5,0,0,0,1,0,1,1,9,-1,-1,1,1,0,1,5,0,0,4,5,0,5,0
out,61,100000000,offer,4,5,4,6,0,0,0,1,0,1,1,3,-1,-1,1,1,0,1,5,0,0,4,5,5,0,0
out,62,100000000,admit,4,5,4,6,0,0,0,1,0,1,1,3,-1,-1,1,1,0,1,6,0,0,5,6,6,0,0
out,63,100000000,offer,5,1,5,6,0,0,0,1,0,1,1,9,-1,-1,1,1,0,1,5,0,0,4,5,0,5,0
out,64,100000000,admit,5,1,5,6,0,0,0,1,0,1,1,9,-1,-1,1,1,0,1,6,0,0,5,6,0,6,0
out,65,120000000,offer,4,5,4,7,0,0,0,1,0,1,1,3,-1,-1,1,1,0,1,6,0,0,5,6,6,0,0
out,66,120000000,admit,4,5,4,7,0,0,0,1,0,1,1,3,-1,-1,1,1,0,1,7,0,0,6,7,7,0,0
out,67,120000000,offer,5,1,5,7,0,0,0,1,0,1,1,9,-1,-1,1,1,0,1,6,0,0,5,6,0,6,0
out,68,120000000,admit,5,1,5,7,0,0,0,1,0,1,1,9,-1,-1,1,1,0,1,7,0,0,6,7,0,7,0
out,69,140000000,offer,4,5,4,8,0,0,0,1,0,1,1,3,-1,-1,1,1,0,1,7,0,0,6,7,7,0,0
out,70,140000000,admit,4,5,4,8,0,0,0,1,0,1,1,3,-1,-1,1,1,0,1,8,0,0,7,8,8,0,0
out,71,140000000,offer,5,1,5,8,0,0,0,1,0,1,1,9,-1,-1,1,1,0,1,7,0,0,6,7,0,7,0
out,72,140000000,admit,5,1,5,8,0,0,0,1,0,1,1,9,-1,-1,1,1,0,1,8,0,0,7,8,0,8,0
out,73,160000000,offer,4,5,4,9,0,0,0,1,0,1,1,3,-1,-1,1,1,0,1,8,0,0,7,8,8,0,0
out,74,160000000,admit,4,5,4,9,0,0,0,1,0,1,1,3,-1,-1,1,1,0,1,9,0,0,8,9,9,0,0
out,75,160000000,offer,5,1,5,9,0,0,0,1,0,1,1,9,-1,-1,1,1,0,1,8,0,0,7,8,0,8,0
out,76,160000000,admit,5,1,5,9,0,0,0,1,0,1,1,9,-1,-1,1,1,0,1,9,0,0,8,9,0,9,0
