case_id,step,time_s,action,packet,peer,accepted,threshold,ack_count,outstanding,global_pending,dack_holds,resend,can_send,ack_total,dack_total,fail_total,nsdp_release_total,retry_total,tx_total,dack_expired_total
ceiling_global_capacity,28,0.027,SEND,w10,8,1,3,0,1,1,0,1,1,9,0,0,9,0,9,0
ceiling_global_capacity,29,0.027,TX,w10,8,-1,3,0,1,1,0,1,1,9,0,0,9,0,10,0
ceiling_global_capacity,30,0.029,FEEDBACK,,8,-1,3,1,0,0,0,0,1,10,0,0,10,0,10,0
ceiling_global_capacity,31,0.03,SEND,w11,8,1,3,1,1,1,0,1,1,10,0,0,10,0,10,0
ceiling_global_capacity,32,0.03,TX,w11,8,-1,3,1,1,1,0,1,1,10,0,0,10,0,11,0
ceiling_global_capacity,33,0.032,FEEDBACK,,8,-1,3,2,0,0,0,0,1,11,0,0,11,0,11,0
ceiling_global_capacity,34,0.033,SEND,w12,8,1,3,2,1,1,0,1,1,11,0,0,11,0,11,0
ceiling_global_capacity,35,0.033,TX,w12,8,-1,3,2,1,1,0,1,1,11,0,0,11,0,12,0
ceiling_global_capacity,36,0.035,FEEDBACK,,8,-1,4,0,0,0,0,0,1,12,0,0,12,0,12,0
ceiling_global_capacity,37,0.036,SEND,w13,8,1,4,0,1,1,0,1,1,12,0,0,12,0,12,0
ceiling_global_capacity,38,0.036,TX,w13,8,-1,4,0,1,1,0,1,1,12,0,0,12,0,13,0
ceiling_global_capacity,39,0.038,FEEDBACK,,8,-1,4,1,0,0,0,0,1,13,0,0,13,0,13,0
ceiling_global_capacity,40,0.039,SEND,w14,8,1,4,1,1,1,0,1,1,13,0,0,13,0,13,0
ceiling_global_capacity,41,0.039,TX,w14,8,-1,4,1,1,1,0,1,1,13,0,0,13,0,14,0
ceiling_global_capacity,42,0.041,FEEDBACK,,8,-1,4,2,0,0,0,0,1,14,0,0,14,0,14,0
ceiling_global_capacity,43,0.042,SEND,w15,8,1,4,2,1,1,0,1,1,14,0,0,14,0,14,0
ceiling_global_capacity,44,0.042,TX,w15,8,-1,4,2,1,1,0,1,1,14,0,0,14,0,15,0
ceiling_global_capacity,45,0.044,FEEDBACK,,8,-1,5,0,0,0,0,0,1,15,0,0,15,0,15,0
ceiling_global_capacity,46,0.045,SEND,w16,8,1,5,0,1,1,0,1,1,15,0,0,15,0,15,0
ceiling_global_capacity,47,0.045,TX,w16,8,-1,5,0,1,1,0,1,1,15,0,0,15,0,16,0
ceiling_global_capacity,48,0.047,FEEDBACK,,8,-1,5,1,0,0,0,0,1,16,0,0,16,0,16,0
ceiling_global_capacity,49,0.048,SEND,w17,8,1,5,1,1,1,0,1,1,16,0,0,16,0,16,0
ceiling_global_capacity,50,0.048,TX,w17,8,-1,5,1,1,1,0,1,1,16,0,0,16,0,17,0
