candidate,reference,statistic,unit,aggregation,aligned_bucket_count,numeric_pair_count,exact_numeric_difference_count,candidate_observed_bucket_count,reference_observed_bucket_count,candidate_observed_bucket_mean,reference_observed_bucket_mean,observed_bucket_mean_difference,observed_bucket_mean_relative_difference_percent,paired_candidate_bucket_mean,paired_reference_bucket_mean,paired_bucket_mean_difference,paired_bucket_mean_relative_difference_percent,maximum_absolute_bucket_difference,both_missing_count,candidate_missing_only_count,reference_missing_only_count
matlab,ns3,Generator.Traffic Sent (packets/sec),packets/s,bucket_sum_per_second,100,100,14,100,100,2.65,2.6277777777777778,0.022222222222222143,0.8456659619450286,2.65,2.6277777777777778,0.022222222222222143,0.8456659619450286,7.777777777777779,0,0,0
matlab,ns3,Generator.Traffic Sent (bits/sec),bits/s,bucket_sum_per_second,100,100,14,100,100,12550.4,12445.155555555555,105.24444444444453,0.8456659619450324,12550.4,12445.155555555555,105.24444444444453,0.8456659619450324,36835.55555555556,0,0,0
matlab,ns3,Generator.Packet Size (bits),bits,bucket_sample_mean,100,17,0,17,17,4736.0,4736.0,0.0,0.0,4736.0,4736.0,0.0,0.0,0.0,83,0,0
matlab,ns3,Sink.Traffic Received (packets/sec),packets/s,bucket_sum_per_second,100,100,15,100,100,2.577777777777778,2.5388888888888888,0.038888888888889195,1.5317286652078896,2.577777777777778,2.5388888888888888,0.038888888888889195,1.5317286652078896,5.277777777777779,0,0,0
matlab,ns3,Sink.Traffic Received (packets),packets,bucket_sum,100,100,15,100,100,9.28,9.14,0.1399999999999988,1.5317286652078643,9.28,9.14,0.1399999999999988,1.5317286652078643,19.0,0,0,0
matlab,ns3,Sink.Traffic Received (bits/sec),bits/s,bucket_sum_per_second,100,100,15,100,100,12208.355555555556,12024.177777777777,184.17777777777883,1.5317286652078863,12208.355555555556,12024.177777777777,184.17777777777883,1.5317286652078863,24995.555555555562,0,0,0
matlab,ns3,Sink.Traffic Received (bits),bits,bucket_sum,100,100,15,100,100,43950.08,43287.04,663.0400000000009,1.5317286652078794,43950.08,43287.04,663.0400000000009,1.5317286652078794,89984.0,0,0,0
matlab,ns3,Sink.End-to-End Delay (seconds),s,bucket_sample_mean,100,17,17,17,17,1.7270249013293837,1.914475426713893,-0.18745052538450935,-9.79122128019472,1.7270249013293837,1.914475426713893,-0.18745052538450935,-9.79122128019472,2.4697189830647828,83,0,0
