Scenario,Seed,DurationSeconds,Nodes,Generated,Received,Dropped,Pending,ApplicationBytesReceived,DeliveryRatio,GoodputBitsPerSecond,MeanLatencySeconds,LatencyP50Seconds,LatencyP95Seconds,LatencyP99Seconds,PhysicalTransmissions,PhysicalReceived,PhysicalDropped,PhysicalPending,HopPendingData,ResendQueueDepth,DackHoldCount,ControlPending,ControlPendingTargets,NwkPendingCustody,WaitingForRoute,ControlQueueRejections,RouteChanges,HopFailures,RuntimeSeconds,StructuralChecksPassed,DataDrained,ApplicationProfile,MATLABRelease,CaseId,SourceKind,Attempts,AdmissionBlocked,OmittedApplicationAdmissionRecords
blue_radio_campus-multihop,128,6000,7,12484,11825,402,257,2187625,0.947212431912848,2916.83333333333,98.9701233879992,10.4398080773735,704.503811086064,878.158811086064,47145,80083,202775,12,50,37,13,0,0,257,0,0,88,403,4382.6944776,1,0,legacy-send-only-no-dscp,2025a,campus_multihop_6000,archived_opnet,1710000,1697516,1610000
