schema,scenario,application_profile,flow_index,source,configured_destination,destination_mode,attempts,admitted,blocked_discovery,blocked_topology,blocked_gateway_route,blocked_destination,blocked_nsdp,first_admitted_s,last_admitted_s
csr-app-admission-diagnostics-v1,csr_t18_p128,legacy-send-only-no-dscp,0,2,1,fixed,30000,85,0,0,0,0,29915,300,846.48000000000002
csr-app-admission-diagnostics-v1,csr_t18_p128,legacy-send-only-no-dscp,1,3,1,fixed,30000,876,0,0,0,0,29124,300,899.05999999999995
csr-app-admission-diagnostics-v1,csr_t18_p128,legacy-send-only-no-dscp,2,4,1,fixed,30000,64,0,0,0,0,29936,300,796.12
csr-app-admission-diagnostics-v1,csr_t18_p128,legacy-send-only-no-dscp,3,5,1,fixed,30000,256,0,0,0,0,29744,300,895.46000000000004
csr-app-admission-diagnostics-v1,csr_t18_p128,legacy-send-only-no-dscp,4,7,1,fixed,30000,188,0,0,0,0,29812,300,897.74000000000001
csr-app-admission-diagnostics-v1,csr_t18_p128,legacy-send-only-no-dscp,5,8,1,fixed,30000,137,0,0,0,0,29863,300,893.74000000000001
