schema,scenario,application_profile,flow_index,source,configured_destination,destination_mode,attempts,admitted,blocked_discovery,blocked_topology,blocked_gateway_route,blocked_destination,blocked_nsdp,first_admitted_s,last_admitted_s
csr-app-admission-diagnostics-v1,csr_t18_m128,legacy-send-only-no-dscp,0,4,1,fixed,15000,220,0,0,0,0,14780,300,592.17999999999995
csr-app-admission-diagnostics-v1,csr_t18_m128,legacy-send-only-no-dscp,1,5,1,fixed,15000,171,0,0,0,0,14829,300,597.46000000000004
