source,destination,ordinal,matlab_packet_id,ns3_sequence,matlab_payload_bytes,ns3_payload_bytes,matlab_dscp,ns3_dscp,matlab_generated_s,ns3_generated_s,matlab_status,ns3_status,matlab_latency_s,ns3_latency_s,latency_delta_s,delivery_equal
2,1,1,1,177,64,64,0,0,120.0,120.0,delivered,delivered,1.6029403333340042,1.7199403329999967,-0.1169999996659925,True
2,1,2,2,187,64,64,0,0,135.0,135.0,delivered,delivered,0.31348033333898684,0.44348033299999656,-0.12999999966100972,True
2,1,3,3,197,64,64,0,0,150.0,150.0,delivered,delivered,0.28948033334501133,0.3544803329999979,-0.0649999996549866,True
