schema,scenario,application_profile,flow_index,source,configured_destination,destination_mode,attempts,admitted,blocked_discovery,blocked_topology,blocked_gateway_route,blocked_destination,blocked_nsdp,first_admitted_s,last_admitted_s
csr-app-admission-diagnostics-v1,tranche7-three-node-contention,legacy-send-only-no-dscp,0,2,1,fixed,30000,460,0,0,0,0,29540,300,359.95400000000001
csr-app-admission-diagnostics-v1,tranche7-three-node-contention,legacy-send-only-no-dscp,1,3,1,fixed,30000,486,0,0,0,0,29514,300,359.95400000000001
